Date,close
2018/4/9,6770.73
2018/4/8,7023.52
2018/4/7,6911.09
2018/4/6,6636.32
2018/4/5,6811.47
2018/4/4,6853.84
2018/4/3,7456.11
2018/4/2,7083.8
2018/4/1,6844.23
2018/3/31,6973.53
2018/3/30,6890.52
2018/3/29,7165.7
2018/3/28,7954.48
2018/3/27,7833.04
2018/3/26,8209.4
2018/3/25,8495.78
2018/3/24,8668.12
2018/3/23,8879.62
2018/3/22,8728.47
2018/3/21,8929.28
2018/3/20,8913.47
2018/3/19,8630.65
2018/3/18,8223.68
2018/3/17,7916.88
2018/3/16,8338.35
2018/3/15,8300.86
2018/3/14,8269.81
2018/3/13,9194.85
2018/3/12,9205.12
2018/3/11,9578.63
2018/3/10,8866
2018/3/9,9337.55
2018/3/8,9395.01
2018/3/7,9965.57
2018/3/6,10779.9
2018/3/5,11573.3
2018/3/4,11512.6
2018/3/3,11489.7
2018/3/2,11086.4
2018/3/1,10951
2018/2/28,10397.9
2018/2/27,10725.6
2018/2/26,10366.7
2018/2/25,9664.73
2018/2/24,9813.07
2018/2/23,10301.1
2018/2/22,10005
2018/2/21,10690.4
2018/2/20,11403.7
2018/2/19,11225.3
2018/2/18,10551.8
2018/2/17,11112.7
2018/2/16,10233.9
2018/2/15,10166.4
2018/2/14,9494.63
2018/2/13,8598.31
2018/2/12,8926.57
2018/2/11,8129.97
2018/2/10,8621.9
2018/2/9,8736.98
2018/2/8,8265.59
2018/2/7,7621.3
2018/2/6,7754
2018/2/5,6955.27
2018/2/4,8277.01
2018/2/3,9174.91
2018/2/2,8830.75
2018/2/1,9170.54
2018/1/31,10221.1
2018/1/30,10106.3
2018/1/29,11296.4
2018/1/28,11786.3
2018/1/27,11440.7
2018/1/26,11171.4
2018/1/25,11259.4
2018/1/24,11359.4
2018/1/23,10868.4
2018/1/22,10931.4
2018/1/21,11600.1
2018/1/20,12899.2
2018/1/19,11607.4
2018/1/18,11474.9
2018/1/17,11188.6
2018/1/16,11490.5
2018/1/15,13819.8
2018/1/14,13772
2018/1/13,14360.2
2018/1/12,13980.6
2018/1/11,13405.8
2018/1/10,14973.3
2018/1/9,14595.4
2018/1/8,15170.1
2018/1/7,16477.6
2018/1/6,17527
2018/1/5,17429.5
2018/1/4,15599.2
2018/1/3,15201
2018/1/2,14982.1
2018/1/1,13657.2
2017/12/31,14156.4
2017/12/30,12952.2
2017/12/29,14656.2
2017/12/28,14606.5
2017/12/27,15838.5
2017/12/26,16099.8
2017/12/25,14026.6
2017/12/24,13925.8
2017/12/23,14699.2
2017/12/22,13831.8
2017/12/21,15802.9
2017/12/20,16624.6
2017/12/19,17776.7
2017/12/18,19114.2
2017/12/17,19140.8
2017/12/16,19497.4
2017/12/15,17706.9
2017/12/14,16564
2017/12/13,16408.2
2017/12/12,17415.4
2017/12/11,16936.8
2017/12/10,15455.4
2017/12/9,15178.2
2017/12/8,16569.4
2017/12/7,17899.7
2017/12/6,14291.5
2017/12/5,11916.7
2017/12/4,11657.2
2017/12/3,11323.2
2017/12/2,11074.6
2017/12/1,10975.6
2017/11/30,10233.6
2017/11/29,9888.61
2017/11/28,10058.8
2017/11/27,9818.35
2017/11/26,9330.55
2017/11/25,8790.92
2017/11/24,8253.69
2017/11/23,8038.77
2017/11/22,8253.55
2017/11/21,8071.26
2017/11/20,8200.64
2017/11/19,8036.49
2017/11/18,7790.15
2017/11/17,7708.99
2017/11/16,7871.69
2017/11/15,7315.54
2017/11/14,6635.75
2017/11/13,6559.49
2017/11/12,5950.07
2017/11/11,6357.6
2017/11/10,6618.14
2017/11/9,7143.58
2017/11/8,7459.69
2017/11/7,7144.38
2017/11/6,7022.76
2017/11/5,7407.41
2017/11/4,7379.95
2017/11/3,7207.76
2017/11/2,7078.5
2017/11/1,6767.31
2017/10/31,6468.4
2017/10/30,6130.53
2017/10/29,6153.85
2017/10/28,5753.09
2017/10/27,5780.9
2017/10/26,5904.83
2017/10/25,5750.8
2017/10/24,5526.64
2017/10/23,5930.32
2017/10/22,6008.42
2017/10/21,6031.6
2017/10/20,6011.45
2017/10/19,5708.52
2017/10/18,5590.69
2017/10/17,5605.51
2017/10/16,5725.59
2017/10/15,5678.19
2017/10/14,5831.79
2017/10/13,5647.21
2017/10/12,5446.91
2017/10/11,4826.48
2017/10/10,4781.99
2017/10/9,4772.02
2017/10/8,4610.48
2017/10/7,4426.89
2017/10/6,4370.81
2017/10/5,4328.41
2017/10/4,4229.36
2017/10/3,4317.48
2017/10/2,4409.32
2017/10/1,4403.74
2017/9/30,4338.71
2017/9/29,4163.07
2017/9/28,4174.73
2017/9/27,4200.67
2017/9/26,3892.35
2017/9/25,3926.07
2017/9/24,3682.84
2017/9/23,3792.4
2017/9/22,3630.7
2017/9/21,3631.04
2017/9/20,3905.95
2017/9/19,3924.97
2017/9/18,4065.2
2017/9/17,3582.88
2017/9/16,3625.04
2017/9/15,3637.52
2017/9/14,3154.95
2017/9/13,3882.59
2017/9/12,4130.81
2017/9/11,4161.27
2017/9/10,4122.94
2017/9/9,4226.06
2017/9/8,4228.75
2017/9/7,4599.88
2017/9/6,4597.12
2017/9/5,4376.53
2017/9/4,4236.31
2017/9/3,4582.96
2017/9/2,4578.77
2017/9/1,4892.01
2017/8/31,4703.39
2017/8/30,4565.3
2017/8/29,4579.02
2017/8/28,4382.66
2017/8/27,4382.88
2017/8/26,4352.4
2017/8/25,4371.6
2017/8/24,4334.68
2017/8/23,4151.52
2017/8/22,4100.52
2017/8/21,4001.74
2017/8/20,4087.66
2017/8/19,4193.7
2017/8/18,4160.62
2017/8/17,4331.69
2017/8/16,4376.63
2017/8/15,4181.93
2017/8/14,4325.13
2017/8/13,4073.26
2017/8/12,3884.71
2017/8/11,3650.62
2017/8/10,3381.28
2017/8/9,3342.47
2017/8/8,3419.94
2017/8/7,3378.94
2017/8/6,3213.94
2017/8/5,3252.91
2017/8/4,2895.89
2017/8/3,2804.73
2017/8/2,2710.67
2017/8/1,2718.26
2017/7/31,2875.34
2017/7/30,2757.18
2017/7/29,2726.45
2017/7/28,2809.01
2017/7/27,2671.78
2017/7/26,2529.45
2017/7/25,2576.48
2017/7/24,2754.86
2017/7/23,2730.4
2017/7/22,2810.12
2017/7/21,2667.76
2017/7/20,2817.6
2017/7/19,2273.43
2017/7/18,2318.88
2017/7/17,2228.41
2017/7/16,1929.82
2017/7/15,1998.86
2017/7/14,2233.34
2017/7/13,2357.9
2017/7/12,2398.84
2017/7/11,2337.79
2017/7/10,2372.56
2017/7/9,2518.44
2017/7/8,2571.34
2017/7/7,2518.66
2017/7/6,2608.56
2017/7/5,2601.99
2017/7/4,2601.64
2017/7/3,2564.06
2017/7/2,2506.47
2017/7/1,2434.55
2017/6/30,2480.84
2017/6/29,2539.32
2017/6/28,2574.79
2017/6/27,2552.45
2017/6/26,2478.45
2017/6/25,2589.41
2017/6/24,2608.72
2017/6/23,2744.91
2017/6/22,2705.41
2017/6/21,2689.1
2017/6/20,2721.79
2017/6/19,2589.6
2017/6/18,2548.29
2017/6/17,2655.88
2017/6/16,2518.56
2017/6/15,2464.58
2017/6/14,2506.37
2017/6/13,2717.02
2017/6/12,2659.63
2017/6/11,2958.11
2017/6/10,2947.71
2017/6/9,2823.81
2017/6/8,2805.62
2017/6/7,2732.16
2017/6/6,2863.2
2017/6/5,2686.81
2017/6/4,2511.81
2017/6/3,2515.35
2017/6/2,2488.55
2017/6/1,2407.88
2017/5/31,2286.41
2017/5/30,2175.47
2017/5/29,2255.61
2017/5/28,2155.8
2017/5/27,2038.87
2017/5/26,2202.42
2017/5/25,2304.98
2017/5/24,2443.64
2017/5/23,2320.42
2017/5/22,2173.4
2017/5/21,2041.2
2017/5/20,2084.73
2017/5/19,1987.71
2017/5/18,1888.65
2017/5/17,1839.09
2017/5/16,1734.45
2017/5/15,1738.43
2017/5/14,1808.91
2017/5/13,1804.91
2017/5/12,1724.24
2017/5/11,1848.57
2017/5/10,1787.13
2017/5/9,1755.36
2017/5/8,1723.35
2017/5/7,1596.71
2017/5/6,1578.8
2017/5/5,1555.45
2017/5/4,1537.67
2017/5/3,1490.09
2017/5/2,1452.82
2017/5/1,1421.6
2017/4/30,1347.89
2017/4/29,1321.79
2017/4/28,1316.48
2017/4/27,1317.73
2017/4/26,1281.08
2017/4/25,1265.49
2017/4/24,1250.15
2017/4/23,1207.21
2017/4/22,1231.71
2017/4/21,1222.05
2017/4/20,1229.08
2017/4/19,1210.29
2017/4/18,1211.67
2017/4/17,1193.91
2017/4/16,1182.94
2017/4/15,1172.52
2017/4/14,1167.54
2017/4/13,1169.28
2017/4/12,1200.37
2017/4/11,1205.01
2017/4/10,1187.13
2017/4/9,1187.87
2017/4/8,1175.95
2017/4/7,1176.9
2017/4/6,1182.68
2017/4/5,1124.78
2017/4/4,1133.25
2017/4/3,1143.81
2017/4/2,1102.17
2017/4/1,1080.5
2017/3/31,1071.79
2017/3/30,1026.43
2017/3/29,1039.97
2017/3/28,1047.15
2017/3/27,1045.77
2017/3/26,966.73
2017/3/25,972.78
2017/3/24,937.52
2017/3/23,1038.59
2017/3/22,1049.14
2017/3/21,1120.54
2017/3/20,1054.23
2017/3/19,1036.74
2017/3/18,973.82
2017/3/17,1100.23
2017/3/16,1187.81
2017/3/15,1249.61
2017/3/14,1240
2017/3/13,1231.92
2017/3/12,1221.38
2017/3/11,1175.83
2017/3/10,1116.72
2017/3/9,1188.49
2017/3/8,1150
2017/3/7,1223.54
2017/3/6,1272.83
2017/3/5,1267.12
2017/3/4,1255.15
2017/3/3,1274.99
2017/3/2,1251.01
2017/3/1,1222.5
2017/2/28,1179.97
2017/2/27,1179.97
2017/2/26,1165.2
2017/2/25,1143.84
2017/2/24,1173.68
2017/2/23,1166.72
2017/2/22,1117.44
2017/2/21,1115.3
2017/2/20,1079.98
2017/2/19,1047.87
2017/2/18,1054.42
2017/2/17,1046.21
2017/2/16,1027.44
2017/2/15,1007.48
2017/2/14,1004.55
2017/2/13,990.64
2017/2/12,999.18
2017/2/11,1004.45
2017/2/10,988.67
2017/2/9,994.38
2017/2/8,1063.07
2017/2/7,1061.35
2017/2/6,1038.15
2017/2/5,1027.34
2017/2/4,1042.9
2017/2/3,1029.91
2017/2/2,1011.8
2017/2/1,989.02
2017/1/31,970.4
2017/1/30,920.38
2017/1/29,919.5
2017/1/28,921.59
2017/1/27,919.75
2017/1/26,917.59
2017/1/25,901.54
2017/1/24,892.69
2017/1/23,921.01
2017/1/22,924.67
2017/1/21,921.79
2017/1/20,895.03
2017/1/19,899.07
2017/1/18,886.62
2017/1/17,907.94
2017/1/16,831.53
2017/1/15,821.8
2017/1/14,818.41
2017/1/13,823.98
2017/1/12,804.83
2017/1/11,777.76
2017/1/10,907.68
2017/1/9,902.83
2017/1/8,911.2
2017/1/7,908.59
2017/1/6,902.2
2017/1/5,1013.38
2017/1/4,1154.73
2017/1/3,1043.84
2017/1/2,1021.75
2017/1/1,998.33
2016/12/31,963.74
2016/12/30,961.24
2016/12/29,973.5
2016/12/28,975.92
2016/12/27,933.2
2016/12/26,907.61
2016/12/25,896.18
2016/12/24,898.82
2016/12/23,921.98
2016/12/22,864.54
2016/12/21,834.28
2016/12/20,800.88
2016/12/19,792.71
2016/12/18,790.53
2016/12/17,790.83
2016/12/16,784.91
2016/12/15,778.09
2016/12/14,781.48
2016/12/13,780.56
2016/12/12,780.09
2016/12/11,769.73
2016/12/10,774.65
2016/12/9,772.79
2016/12/8,770.81
2016/12/7,768.13
2016/12/6,764.22
2016/12/5,758.7
2016/12/4,773.87
2016/12/3,771.15
2016/12/2,777.94
2016/12/1,756.77
2016/11/30,745.69
2016/11/29,735.6
2016/11/28,735.81
2016/11/27,732.03
2016/11/26,735.38
2016/11/25,741.65
2016/11/24,740.29
2016/11/23,744.59
2016/11/22,751.35
2016/11/21,739.25
2016/11/20,731.03
2016/11/19,751.62
2016/11/18,751.59
2016/11/17,740.98
2016/11/16,744.2
2016/11/15,711.62
2016/11/14,705.02
2016/11/13,702.03
2016/11/12,705.05
2016/11/11,716.41
2016/11/10,715.53
2016/11/9,723.27
2016/11/8,709.85
2016/11/7,703.13
2016/11/6,711.52
2016/11/5,703.42
2016/11/4,703.24
2016/11/3,688.7
2016/11/2,740.83
2016/11/1,729.79
2016/10/31,700.97
2016/10/30,701.86
2016/10/29,714.48
2016/10/28,689.65
2016/10/27,688.31
2016/10/26,678.3
2016/10/25,657.59
2016/10/24,653.76
2016/10/23,657.07
2016/10/22,657.29
2016/10/21,632.83
2016/10/20,630.86
2016/10/19,630.52
2016/10/18,637.96
2016/10/17,639.19
2016/10/16,641.63
2016/10/15,638.65
2016/10/14,640.38
2016/10/13,636.79
2016/10/12,636.19
2016/10/11,641.07
2016/10/10,618.99
2016/10/9,616.75
2016/10/8,619.11
2016/10/7,617.12
2016/10/6,613.02
2016/10/5,612.51
2016/10/4,610.2
2016/10/3,612.13
2016/10/2,610.89
2016/10/1,613.98
2016/9/30,609.74
2016/9/29,605.69
2016/9/28,604.73
2016/9/27,606.17
2016/9/26,608.04
2016/9/25,600.83
2016/9/24,602.63
2016/9/23,602.84
2016/9/22,596.3
2016/9/21,597.15
2016/9/20,608.31
2016/9/19,609.23
2016/9/18,609.87
2016/9/17,605.98
2016/9/16,606.97
2016/9/15,607.15
2016/9/14,610.68
2016/9/13,609.24
2016/9/12,608.24
2016/9/11,606.72
2016/9/10,623.51
2016/9/9,622.86
2016/9/8,626.32
2016/9/7,614.54
2016/9/6,610.44
2016/9/5,606.59
2016/9/4,608.63
2016/9/3,598.21
2016/9/2,575.54
2016/9/1,572.3
2016/8/31,575.47
2016/8/30,577.5
2016/8/29,574.11
2016/8/28,573.91
2016/8/27,569.95
2016/8/26,579.65
2016/8/25,577.76
2016/8/24,580.18
2016/8/23,583.41
2016/8/22,586.75
2016/8/21,581.31
2016/8/20,581.7
2016/8/19,575.63
2016/8/18,574.32
2016/8/17,573.22
2016/8/16,577.44
2016/8/15,567.24
2016/8/14,570.47
2016/8/13,585.59
2016/8/12,587.56
2016/8/11,589.12
2016/8/10,592.1
2016/8/9,587.8
2016/8/8,591.05
2016/8/7,592.69
2016/8/6,587.78
2016/8/5,575.04
2016/8/4,578.29
2016/8/3,566.36
2016/8/2,547.47
2016/8/1,606.27
2016/7/31,624.68
2016/7/30,655.05
2016/7/29,656.99
2016/7/28,655.03
2016/7/27,654.35
2016/7/26,651.78
2016/7/25,654.1
2016/7/24,661.28
2016/7/23,655.56
2016/7/22,650.62
2016/7/21,665.01
2016/7/20,665.68
2016/7/19,672.86
