Date,close
2016/7/18,673.11
2016/7/17,679.46
2016/7/16,660.77
2016/7/15,663.25
2016/7/14,658.08
2016/7/13,654.47
2016/7/12,664.55
2016/7/11,647.66
2016/7/10,649.36
2016/7/9,650.96
2016/7/8,666.52
2016/7/7,640.56
2016/7/6,677.33
2016/7/5,670.63
2016/7/4,683.66
2016/7/3,658.66
2016/7/2,703.7
2016/7/1,676.3
2016/6/30,673.34
2016/6/29,639.89
2016/6/28,647
2016/6/27,655.27
2016/6/26,629.37
2016/6/25,665.12
2016/6/24,665.3
2016/6/23,623.98
2016/6/22,596.12
2016/6/21,666.65
2016/6/20,737.23
2016/6/19,763.78
2016/6/18,756.23
2016/6/17,748.91
2016/6/16,766.31
2016/6/15,694.47
2016/6/14,685.56
2016/6/13,704.38
2016/6/12,672.78
2016/6/11,606.73
2016/6/10,577.47
2016/6/9,574.63
2016/6/8,581.64
2016/6/7,576.6
2016/6/6,585.54
2016/6/5,574.98
2016/6/4,572.73
2016/6/3,569.19
2016/6/2,537.97
2016/6/1,536.92
2016/5/31,531.39
2016/5/30,533.86
2016/5/29,526.23
2016/5/28,530.04
2016/5/27,473.46
2016/5/26,453.38
2016/5/25,449.6
2016/5/24,445.98
2016/5/23,444.15
2016/5/22,439.32
2016/5/21,443.19
2016/5/20,442.68
2016/5/19,438.71
2016/5/18,454.62
2016/5/17,453.78
2016/5/16,454.16
2016/5/15,457.57
2016/5/14,455.67
2016/5/13,455.67
2016/5/12,454.77
2016/5/11,452.73
2016/5/10,450.89
2016/5/9,460.48
2016/5/8,458.55
2016/5/7,458.54
2016/5/6,459.6
2016/5/5,447.98
2016/5/4,446.72
2016/5/3,450.3
2016/5/2,444.67
2016/5/1,451.88
2016/4/30,448.32
2016/4/29,455.1
2016/4/28,449.01
2016/4/27,444.69
2016/4/26,466.09
2016/4/25,461.43
2016/4/24,458.56
2016/4/23,450.28
2016/4/22,445.74
2016/4/21,449.43
2016/4/20,441.39
2016/4/19,435.51
2016/4/18,428.59
2016/4/17,427.4
2016/4/16,430.57
2016/4/15,429.71
2016/4/14,424.28
2016/4/13,423.73
2016/4/12,425.19
2016/4/11,422.48
2016/4/10,421.56
2016/4/9,419.41
2016/4/8,420.35
2016/4/7,422.75
2016/4/6,423.41
2016/4/5,424.03
2016/4/4,421.44
2016/4/3,420.9
2016/4/2,420.87
2016/4/1,417.96
2016/3/31,416.73
2016/3/30,414.82
2016/3/29,416.52
2016/3/28,424.23
2016/3/27,426.76
2016/3/26,417.94
2016/3/25,417.18
2016/3/24,416.39
2016/3/23,418.04
2016/3/22,418.09
2016/3/21,413.31
2016/3/20,413.75
2016/3/19,410.44
2016/3/18,409.55
2016/3/17,420.62
2016/3/16,417.01
2016/3/15,416.83
2016/3/14,416.44
2016/3/13,414.06
2016/3/12,411.62
2016/3/11,421.69
2016/3/10,417.13
2016/3/9,414.86
2016/3/8,413.97
2016/3/7,414.32
2016/3/6,407.71
2016/3/5,400.57
2016/3/4,410.94
2016/3/3,421.65
2016/3/2,423.99
2016/3/1,435.12
2016/2/29,437.7
2016/2/28,433.5
2016/2/27,432.52
2016/2/26,432.15
2016/2/25,424.54
2016/2/24,424.95
2016/2/23,420.74
2016/2/22,437.75
2016/2/21,438.8
2016/2/20,437.16
2016/2/19,420.79
2016/2/18,422.37
2016/2/17,416.32
2016/2/16,407.49
2016/2/15,400.19
2016/2/14,407.23
2016/2/13,391.86
2016/2/12,384.26
2016/2/11,379.65
2016/2/10,381.65
2016/2/9,376.03
2016/2/8,373.45
2016/2/7,376.62
2016/2/6,376.52
2016/2/5,386.55
2016/2/4,389.59
2016/2/3,369.95
2016/2/2,374.45
2016/2/1,373.06
2016/1/31,368.77
2016/1/30,378.25
2016/1/29,379.47
2016/1/28,380.29
2016/1/27,394.97
2016/1/26,392.15
2016/1/25,391.73
2016/1/24,402.97
2016/1/23,387.49
2016/1/22,382.49
2016/1/21,410.26
2016/1/20,420.23
2016/1/19,380.15
2016/1/18,387.17
2016/1/17,382.3
2016/1/16,387.54
2016/1/15,364.33
2016/1/14,430.31
2016/1/13,432.37
2016/1/12,435.69
2016/1/11,448.43
2016/1/10,447.99
2016/1/9,447.61
2016/1/8,453.23
2016/1/7,458.05
2016/1/6,429.11
2016/1/5,431.96
2016/1/4,433.09
2016/1/3,430.01
2016/1/2,433.44
2016/1/1,434.33
2015/12/31,430.57
2015/12/30,426.62
2015/12/29,432.98
2015/12/28,422.28
2015/12/27,422.82
2015/12/26,417.27
2015/12/25,455.65
2015/12/24,454.99
2015/12/23,442.4
2015/12/22,436.57
2015/12/21,438.64
2015/12/20,442.69
2015/12/19,462.32
2015/12/18,463.62
2015/12/17,456.08
2015/12/16,454.93
2015/12/15,465.32
2015/12/14,444.18
2015/12/13,433.75
2015/12/12,435
2015/12/11,451.94
2015/12/10,415.48
2015/12/9,417.56
2015/12/8,415.56
2015/12/7,395.54
2015/12/6,388.78
2015/12/5,388.95
2015/12/4,363.18
2015/12/3,361.05
2015/12/2,359.19
2015/12/1,362.49
2015/11/30,377.32
2015/11/29,371.29
2015/11/28,357.38
2015/11/27,358.04
2015/11/26,352.68
2015/11/25,328.21
2015/11/24,320.05
2015/11/23,323.05
2015/11/22,324.54
2015/11/21,326.93
2015/11/20,322.02
2015/11/19,326.15
2015/11/18,334.59
2015/11/17,335.09
2015/11/16,330.75
2015/11/15,320.17
2015/11/14,332.91
2015/11/13,336.75
2015/11/12,338.15
2015/11/11,311.08
2015/11/10,336.82
2015/11/9,380.26
2015/11/8,373.37
2015/11/7,386.48
2015/11/6,374.47
2015/11/5,386.35
2015/11/4,411.56
2015/11/3,403.42
2015/11/2,361.19
2015/11/1,325.43
2015/10/31,314.17
2015/10/30,328.01
2015/10/29,313.86
2015/10/28,304.62
2015/10/27,293.79
2015/10/26,285.3
2015/10/25,283.68
2015/10/24,281.65
2015/10/23,276.5
2015/10/22,274.02
2015/10/21,266.27
2015/10/20,269.46
2015/10/19,263.44
2015/10/18,261.64
2015/10/17,270.64
2015/10/16,262.87
2015/10/15,254.32
2015/10/14,251.99
2015/10/13,249.51
2015/10/12,245.31
2015/10/11,247.05
2015/10/10,244.94
2015/10/9,243.93
2015/10/8,242.3
2015/10/7,242.97
2015/10/6,246.06
2015/10/5,240.38
2015/10/4,238.26
2015/10/3,238.73
2015/10/2,237.29
2015/10/1,237.55
2015/9/30,236.06
2015/9/29,236.69
2015/9/28,239.14
2015/9/27,232.76
2015/9/26,234.34
2015/9/25,235.14
2015/9/24,234.53
2015/9/23,230.28
2015/9/22,230.62
2015/9/21,227.09
2015/9/20,231.21
2015/9/19,231.49
2015/9/18,232.97
2015/9/17,229.81
2015/9/16,229.09
2015/9/15,230.3
2015/9/14,230.64
2015/9/13,230.51
2015/9/12,235.23
2015/9/11,240.11
2015/9/10,238.48
2015/9/9,238.17
2015/9/8,243.61
2015/9/7,239.85
2015/9/6,239.84
2015/9/5,235.02
2015/9/4,230.3
2015/9/3,227.18
2015/9/2,229.28
2015/9/1,228.12
2015/8/31,230.06
2015/8/30,228.76
2015/8/29,229.78
2015/8/28,231.4
2015/8/27,224.77
2015/8/26,225.83
2015/8/25,221.61
2015/8/24,210.5
2015/8/23,228.17
2015/8/22,230.39
2015/8/21,232.57
2015/8/20,235.35
2015/8/19,226.68
2015/8/18,211.08
2015/8/17,257.98
2015/8/16,258.51
2015/8/15,261.55
2015/8/14,265.68
2015/8/13,264.08
2015/8/12,266.38
2015/8/11,270.39
2015/8/10,264.47
2015/8/9,265.08
2015/8/8,261
2015/8/7,279.58
2015/8/6,278.58
2015/8/5,281.88
2015/8/4,285.22
2015/8/3,281.23
2015/8/2,282.61
2015/8/1,281.6
2015/7/31,284.65
2015/7/30,287.72
2015/7/29,289.59
2015/7/28,294.43
2015/7/27,293.62
2015/7/26,292.69
2015/7/25,288.7
2015/7/24,288.28
2015/7/23,276.05
2015/7/22,277.22
2015/7/21,275.83
2015/7/20,278.98
2015/7/19,273.61
2015/7/18,274.9
2015/7/17,279.47
2015/7/16,278.09
2015/7/15,285.83
2015/7/14,287.46
2015/7/13,292.05
2015/7/12,310.87
2015/7/11,293.12
2015/7/10,284.89
2015/7/9,269.23
2015/7/8,270.79
2015/7/7,266.21
2015/7/6,269.03
2015/7/5,271.91
2015/7/4,260.89
2015/7/3,256.34
2015/7/2,255.41
2015/7/1,258.62
2015/6/30,263.07
2015/6/29,257.06
2015/6/28,249.01
2015/6/27,250.99
2015/6/26,243.59
2015/6/25,242.8
2015/6/24,240.51
2015/6/23,244.3
2015/6/22,246.99
2015/6/21,243.94
2015/6/20,245.21
2015/6/19,244.61
2015/6/18,249.01
2015/6/17,249.28
2015/6/16,250.9
2015/6/15,236.82
2015/6/14,233.54
2015/6/13,232.4
2015/6/12,229.98
2015/6/11,229.71
2015/6/10,228.8
2015/6/9,229.05
2015/6/8,228.49
2015/6/7,222.88
2015/6/6,225.62
2015/6/5,224.95
2015/6/4,224.32
2015/6/3,225.87
2015/6/2,225.8
2015/6/1,222.93
2015/5/31,230.19
2015/5/30,233.34
2015/5/29,237.1
2015/5/28,237.41
2015/5/27,237.28
2015/5/26,237.12
2015/5/25,237.11
2015/5/24,240.95
2015/5/23,238.87
2015/5/22,240.35
2015/5/21,235.34
2015/5/20,234.02
2015/5/19,231.95
2015/5/18,233.13
2015/5/17,236.8
2015/5/16,236.15
2015/5/15,237.6
2015/5/14,236.93
2015/5/13,236.38
2015/5/12,241.11
2015/5/11,242.16
2015/5/10,240.3
2015/5/9,241.83
2015/5/8,243.86
2015/5/7,237.33
2015/5/6,229.78
2015/5/5,236.12
2015/5/4,239.02
2015/5/3,240.36
2015/5/2,234.93
2015/5/1,232.08
2015/4/30,236.15
2015/4/29,225.81
2015/4/28,225.85
2015/4/27,229.29
2015/4/26,219.43
2015/4/25,226.39
2015/4/24,231.27
2015/4/23,236.46
2015/4/22,234.18
2015/4/21,235.27
2015/4/20,224.63
2015/4/19,222.6
2015/4/18,223.36
2015/4/17,222.88
2015/4/16,228.57
2015/4/15,223.83
2015/4/14,219.16
2015/4/13,224.59
2015/4/12,236.15
2015/4/11,236.55
2015/4/10,236.07
2015/4/9,243.68
2015/4/8,245.02
2015/4/7,253.18
2015/4/6,255.49
2015/4/5,260.6
2015/4/4,253.7
2015/4/3,254.32
2015/4/2,253
2015/4/1,247.27
2015/3/31,244.22
2015/3/30,247.53
2015/3/29,242.71
2015/3/28,252.8
2015/3/27,247.03
2015/3/26,248.53
2015/3/25,246.2
2015/3/24,245.59
2015/3/23,266.74
2015/3/22,267.96
2015/3/21,260.02
2015/3/20,261.75
2015/3/19,260.93
2015/3/18,256.3
2015/3/17,285.5
2015/3/16,290.59
2015/3/15,286.39
2015/3/14,281.88
2015/3/13,285.34
2015/3/12,294.35
2015/3/11,296.38
2015/3/10,291.76
2015/3/9,289.61
2015/3/8,274.35
2015/3/7,276.26
2015/3/6,272.72
2015/3/5,276.18
2015/3/4,273.09
2015/3/3,281.7
2015/3/2,275.67
2015/3/1,260.2
2015/2/28,254.26
2015/2/27,253.83
2015/2/26,236.43
2015/2/25,237.47
2015/2/24,238.74
2015/2/23,238.89
2015/2/22,235.98
2015/2/21,244.53
2015/2/20,243.78
2015/2/19,240.28
2015/2/18,236.33
2015/2/17,243.61
2015/2/16,233.84
2015/2/15,234.82
2015/2/14,257.32
2015/2/13,235.43
2015/2/12,221.76
2015/2/11,219.19
2015/2/10,219.84
2015/2/9,220.11
2015/2/8,223.41
2015/2/7,227.75
2015/2/6,222.27
2015/2/5,217.11
2015/2/4,226.85
2015/2/3,227.27
2015/2/2,238.23
2015/2/1,226.97
2015/1/31,217.46
2015/1/30,226.43
2015/1/29,233.51
2015/1/28,233.91
2015/1/27,263.48
2015/1/26,273.47
2015/1/25,253.72
2015/1/24,247.85
2015/1/23,232.88
2015/1/22,233.41
2015/1/21,226.9
2015/1/20,211.31
2015/1/19,214.86
2015/1/18,210.34
2015/1/17,199.26
2015/1/16,208.1
2015/1/15,209.84
2015/1/14,178.1
2015/1/13,225.86
2015/1/12,267.8
2015/1/11,265.66
2015/1/10,274.8
2015/1/9,290.41
2015/1/8,283.35
2015/1/7,294.34
2015/1/6,286.19
2015/1/5,274.47
2015/1/4,264.19
2015/1/3,281.08
2015/1/2,315.03
2015/1/1,314.25
2014/12/31,320.19
2014/12/30,310.74
2014/12/29,312.67
2014/12/28,317.24
2014/12/27,315.86
2014/12/26,327.92
2014/12/25,319.01
2014/12/24,322.53
2014/12/23,334.57
2014/12/22,331.89
2014/12/21,320.84
2014/12/20,329.96
2014/12/19,317.84
2014/12/18,311.4
2014/12/17,319.78
2014/12/16,327.06
2014/12/15,345.35
2014/12/14,351.63
2014/12/13,347.38
2014/12/12,352.54
2014/12/11,350.51
2014/12/10,346.37
2014/12/9,352.22
2014/12/8,361.91
2014/12/7,375.1
2014/12/6,374.79
2014/12/5,376.85
2014/12/4,369.6
2014/12/3,375.01
2014/12/2,381.31
2014/12/1,379.25
2014/11/30,378.05
2014/11/29,375.49
2014/11/28,376.45
2014/11/27,369.67
2014/11/26,368.37
2014/11/25,375.35
2014/11/24,376.9
2014/11/23,367.57
2014/11/22,352.92
