Day,Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Impressions,Clicks,CV,Media Cost Margin,Google_AdRank,Yahoo!_AdRank
2018/1/9,04_海外での利用,PC,RT,GDN,S5.申込フォーム離脱_STEP3,-,375,1,,\337,,
2018/1/9,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,"3,213",3,,\492,,
2018/1/9,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,2日～3日,"1,334",0,,\0,,
2018/1/9,01_指名,PC,Listing,Google,,,41,0,,\0,1,
2018/1/9,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,"2,163",0,,\0,,
2018/1/9,01_指名,PC,Listing,Google,-,-,"2,017",151,,"\20,588",1.01,
2018/1/9,04_海外での利用,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,"1,153",11,,"\1,217",,
2018/1/9,01_指名,SP,Listing,Google,-,-,"1,452",132,,"\9,896",1.05,
2018/1/9,01_指名,SP,Listing,Google,,,73,15,,\731,1.05,
2018/1/9,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,378,0,,\0,,
2018/1/9,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,987,0,,\0,,
2018/1/9,04_海外での利用,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,"1,062",1,,"\1,079",,
2018/1/9,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,"1,782",0,,\0,,
2018/1/9,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,"4,437",9,,"\1,766",,
2018/1/9,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,711,0,,\0,,
2018/1/9,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,"8,441",9,,"\1,888",,
2018/1/9,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,430,1,,\402,,
2018/1/9,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,887,0,,\0,,
2018/1/9,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,"3,076",0,,\0,,
2018/1/9,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,70,0,,\0,,
2018/1/9,03_口座開設一般,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,363,0,,\344,,
2018/1/9,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,419,1,,\37,,
2018/1/9,02_指名関連,SP,Listing,Yahoo!,-,-,824,8,,"\2,657",,1.75
2018/1/9,02_指名関連,SP,Listing,Yahoo!,,,225,0,,\0,,1.93
2018/1/9,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,"1,670",0,,\0,,
2018/1/9,02_指名関連,PC,Listing,Google,,,"3,864",75,1,"\25,166",1.64,
2018/1/9,02_指名関連,PC,Listing,Google,-,-,"1,513",23,1,"\17,150",1.54,
2018/1/9,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,127,2,,\666,,
2018/1/9,04_海外での利用,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,"2,042",3,,"\2,169",,
2018/1/9,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,"1,689",1,,\53,,
2018/1/9,02_指名関連,SP,Listing,Google,,,"24,312",302,7,"\136,703",1.76,
2018/1/9,02_指名関連,SP,Listing,Google,-,-,"6,989",95,,"\73,447",1.61,
2018/1/9,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,973,2,,\89,,
2018/1/9,02_指名関連,PC,Listing,Yahoo!,-,-,943,29,1,"\2,452",,1.62
2018/1/9,02_指名関連,PC,Listing,Yahoo!,,,449,6,,\216,,2.24
2018/1/9,03_口座開設一般,SP,Listing,Yahoo!,,,290,0,,\0,,1.55
2018/1/9,03_口座開設一般,SP,Listing,Yahoo!,-,-,"8,209",46,1,"\15,342",,1.7
2018/1/9,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,"9,025",8,,"\1,082",,
2018/1/9,03_口座開設一般,SP,RT,GDN,S5.申込フォーム離脱_STEP3,-,60,0,,\0,,
2018/1/9,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,41,0,,\0,,
2018/1/9,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,418,0,,\0,,
2018/1/9,04_海外での利用,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,198,1,,\275,,
2018/1/9,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,461,1,,\221,,
2018/1/9,03_口座開設一般,PC,RT,GDN,S5.申込フォーム離脱_STEP3,-,201,0,,\0,,
2018/1/9,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,25,0,,\0,,
2018/1/9,01_指名,SP,Listing,Yahoo!,-,-,606,13,,"\1,007",,1.18
2018/1/9,01_指名,PC,Listing,Yahoo!,-,-,"1,748",75,1,"\2,978",,1.07
2018/1/9,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,"21,960",18,,"\3,391",,
2018/1/9,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,687,0,,\0,,
2018/1/9,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,289,2,,\78,,
2018/1/9,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,1日,"10,177",7,,"\1,036",,
2018/1/9,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,"1,774",0,,\0,,
2018/1/9,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,22,0,,\0,,
2018/1/9,03_口座開設一般,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,375,0,,\360,,
2018/1/9,04_海外での利用,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,197,2,,\188,,
2018/1/9,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,105,0,,\0,,
2018/1/9,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,854,1,,\36,,
2018/1/9,03_口座開設一般,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,596,2,,\651,,
2018/1/9,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,"3,513",0,,\0,,
2018/1/9,04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱_STEP2,-,"17,818",19,,"\7,172",,
2018/1/9,06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,"1,023",0,,\0,,
2018/1/9,04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱_STEP2,-,"11,265",15,,"\3,026",,
2018/1/9,03_口座開設一般,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,71,0,,\79,,
2018/1/9,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,434,0,,\0,,
2018/1/9,06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,"3,820",1,,\72,,
2018/1/9,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,887,1,,\500,,
2018/1/9,03_口座開設一般,PC,Listing,Yahoo!,,,216,0,,\0,,2.59
2018/1/9,03_口座開設一般,PC,Listing,Yahoo!,-,-,"6,472",44,,"\15,493",,2.18
2018/1/9,01_指名,SP,Listing,Y!PSD,-,-,273,1,,"\8,065",,
2018/1/9,03_口座開設一般,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,107,0,,\127,,
2018/1/9,03_口座開設一般,SP,Listing,Google,,,"1,180",12,1,"\3,468",1.92,
2018/1/9,03_口座開設一般,SP,Listing,Google,-,-,"11,662",441,4,"\187,268",1.65,
2018/1/9,03_口座開設一般,PC,Listing,Google,,,447,9,,"\4,915",1.94,
2018/1/9,03_口座開設一般,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,89,0,,\124,,
2018/1/9,03_口座開設一般,PC,Listing,Google,-,-,"4,083",108,1,"\55,079",1.87,
2018/1/9,03_口座開設一般,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,530,2,,\504,,
2018/1/9,01_指名,PC,Listing,Y!PSD,-,-,638,23,,"\8,065",,
2018/1/9,04_海外での利用,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,470,0,,\449,,
2018/1/9,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,73,0,,\0,,
2018/1/9,03_口座開設一般,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,969,2,,"\1,030",,
2018/1/9,06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱_STEP2,-,636,1,,\211,,
2018/1/9,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,122,0,,\0,,
2018/1/9,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,"2,274",5,,"\1,225",,
2018/1/9,06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱_STEP2,-,446,0,,\0,,
2018/1/9,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,446,0,,\0,,
2018/1/9,03_口座開設一般,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,536,2,,\534,,
2018/1/9,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,800,0,,\0,,
2018/1/9,06_外貨預金,PC,AT,GDN,-,-,89,0,,\0,,
2018/1/9,06_外貨預金,SP,AT,GDN,-,-,702,0,,\0,,
2018/1/9,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,33,0,,\0,,
2018/1/9,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,251,0,,\0,,
2018/1/9,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,23,0,,\0,,
2018/1/9,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,232,0,,\0,,
2018/1/9,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,"5,404",1,,\25,,
2018/1/9,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,"6,895",2,,\383,,
2018/1/9,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,240,0,,\0,,
2018/1/9,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,"2,018",2,,\76,,
2018/1/8,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,"1,113",0,,\0,,
2018/1/8,04_海外での利用,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,749,3,,\773,,
2018/1/8,04_海外での利用,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,"1,042",1,,"\1,184",,
2018/1/8,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,"2,387",3,,\415,,
2018/1/8,04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,"48,918",44,,"\11,972",,
2018/1/8,04_海外での利用,PC,AT,GDN,-,-,"27,674",34,,"\2,228",,
2018/1/8,04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,"75,284",93,,"\20,880",,
2018/1/8,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,"1,576",0,,\0,,
2018/1/8,03_口座開設一般,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,188,1,,\175,,
2018/1/8,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,773,1,,\16,,
2018/1/8,04_海外での利用,SP,AT,GDN,-,-,"23,220",31,,"\1,612",,
2018/1/8,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,"10,416",6,,"\1,164",,
2018/1/8,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,632,0,,\0,,
2018/1/8,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,86,0,,\0,,
2018/1/8,04_海外での利用,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,711,3,,\619,,
2018/1/8,03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱_STEP2,-,"7,207",3,1,"\1,189",,
2018/1/8,03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱_STEP2,-,"7,596",11,,"\3,040",,
2018/1/8,06_外貨預金,SP,RT,GDN,S5.申込フォーム離脱_STEP3,-,3,0,,\0,,
2018/1/8,03_口座開設一般,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,335,1,,\318,,
2018/1/8,04_海外での利用,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,511,0,,\485,,
2018/1/8,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,107,0,,\0,,
2018/1/8,06_外貨預金,PC,RT,GDN,S5.申込フォーム離脱_STEP3,-,7,0,,\0,,
2018/1/8,03_口座開設一般,PC,AT,GDN,-,-,"6,398",6,,\518,,
2018/1/8,03_口座開設一般,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,99,3,,\117,,
2018/1/8,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,754,0,,\0,,
2018/1/8,04_海外での利用,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,233,0,,\260,,
2018/1/8,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,384,0,,\0,,
2018/1/8,03_口座開設一般,SP,AT,GDN,-,-,"6,799",12,,\601,,
2018/1/8,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,38,0,,\0,,
2018/1/8,02_指名関連,PC,Listing,Yahoo!,,,272,5,,\320,,2.23
2018/1/8,02_指名関連,PC,Listing,Yahoo!,-,-,518,10,,\354,,1.86
2018/1/8,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,158,0,,\0,,
2018/1/8,02_指名関連,SP,Listing,Yahoo!,-,-,550,3,,\263,,1.66
2018/1/8,02_指名関連,SP,Listing,Yahoo!,,,152,2,,\92,,2.16
2018/1/8,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,455,0,,\0,,
2018/1/8,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,960,0,,\0,,
2018/1/8,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,984,0,,\0,,
2018/1/8,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,143,0,,\0,,
2018/1/8,01_指名,SP,Listing,Yahoo!,-,-,412,7,,\798,,1.08
2018/1/8,01_指名,PC,Listing,Yahoo!,-,-,955,60,3,"\3,268",,1.08
2018/1/8,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,290,1,,\36,,
2018/1/8,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,353,0,,\0,,
2018/1/8,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,"1,404",0,,\0,,
2018/1/8,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,2日～3日,762,0,,\0,,
2018/1/8,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,679,1,,\36,,
2018/1/8,03_口座開設一般,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,484,1,,\512,,
2018/1/8,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,1日,853,0,,\0,,
2018/1/8,06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱_STEP2,-,761,0,,\0,,
2018/1/8,01_指名,PC,Listing,Google,,,40,3,,\823,1.04,
2018/1/8,04_海外での利用,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,"1,199",13,,"\1,324",,
2018/1/8,01_指名,PC,Listing,Google,-,-,"1,235",127,,"\21,064",1.07,
2018/1/8,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,297,0,,\0,,
2018/1/8,03_口座開設一般,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,75,0,,\81,,
2018/1/8,01_指名,SP,Listing,Google,,,64,11,,\942,1.03,
2018/1/8,01_指名,SP,Listing,Google,-,-,872,100,1,"\8,479",1.05,
2018/1/8,01_指名,PC,Listing,Y!PSD,-,-,312,4,,"\8,065",,
2018/1/8,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,474,0,,\0,,
2018/1/8,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,507,0,,\0,,
2018/1/8,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,446,1,,\52,,
2018/1/8,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,1日,"7,169",6,,\979,,
2018/1/8,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,272,2,,\89,,
2018/1/8,03_口座開設一般,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,100,1,,\111,,
2018/1/8,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,742,0,,\0,,
2018/1/8,03_口座開設一般,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,518,2,,\507,,
2018/1/8,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,"1,186",2,,\550,,
2018/1/8,06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱_STEP2,-,487,1,,\206,,
2018/1/8,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,"1,660",5,,"\1,690",,
2018/1/8,04_海外での利用,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,"2,164",10,,"\2,341",,
2018/1/8,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,"2,429",3,,\704,,
2018/1/8,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,112,0,,\0,,
2018/1/8,06_外貨預金,SP,AT,GDN,-,-,637,0,,\0,,
2018/1/8,06_外貨預金,PC,AT,GDN,-,-,55,0,,\0,,
2018/1/8,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,"16,882",10,,"\1,766",,
2018/1/8,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,207,1,,\394,,
2018/1/8,04_海外での利用,PC,RT,GDN,S5.申込フォーム離脱_STEP3,-,108,0,,\0,,
2018/1/8,01_指名,SP,Listing,Y!PSD,-,-,195,5,1,"\8,065",,
2018/1/8,04_海外での利用,SP,RT,GDN,S5.申込フォーム離脱_STEP3,-,48,0,,\0,,
2018/1/8,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,285,0,,\0,,
2018/1/8,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,257,0,,\0,,
2018/1/8,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,997,0,,\0,,
2018/1/8,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,117,0,,\0,,
2018/1/8,03_口座開設一般,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,483,1,,\526,,
2018/1/8,02_指名関連,PC,Listing,Google,-,-,"1,904",33,,"\26,342",1.57,
2018/1/8,02_指名関連,PC,Listing,Google,,,"3,637",81,,"\36,960",1.68,
2018/1/8,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,"2,734",2,,\115,,
2018/1/8,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,299,0,,\0,,
2018/1/8,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,63,0,,\0,,
2018/1/8,02_指名関連,SP,Listing,Google,,,"19,285",231,3,"\114,486",1.8,
2018/1/8,02_指名関連,SP,Listing,Google,-,-,"5,789",80,,"\77,666",1.59,
2018/1/8,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,"1,890",1,,\41,,
2018/1/8,03_口座開設一般,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,320,0,,\343,,
2018/1/8,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,256,1,,\300,,
2018/1/8,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,124,0,,\0,,
2018/1/8,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,539,0,,\0,,
2018/1/8,03_口座開設一般,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,632,4,,\743,,
2018/1/8,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,97,0,,\0,,
2018/1/8,03_口座開設一般,SP,RT,GDN,S5.申込フォーム離脱_STEP3,-,30,0,,\0,,
2018/1/8,04_海外での利用,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,228,0,,\266,,
2018/1/8,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,21,0,,\0,,
2018/1/8,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,103,0,,\0,,
2018/1/8,03_口座開設一般,PC,RT,GDN,S5.申込フォーム離脱_STEP3,-,56,0,,\0,,
2018/1/8,04_海外での利用,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,214,3,,\243,,
2018/1/8,04_海外での利用,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,"1,033",7,,"\1,135",,
2018/1/8,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,44,0,,\0,,
2018/1/8,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,411,0,,\0,,
2018/1/8,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,80,0,,\0,,
2018/1/8,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,498,0,,\0,,
2018/1/8,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,"14,572",11,,"\1,658",,
2018/1/8,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,110,0,,\0,,
2018/1/8,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,133,1,,\52,,
2018/1/8,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,58,0,,\0,,
2018/1/8,03_口座開設一般,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,183,0,,\184,,
2018/1/8,03_口座開設一般,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,935,6,,\930,,
2018/1/8,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,466,2,,\929,,
2018/1/8,03_口座開設一般,PC,Listing,Yahoo!,,,159,0,,\0,,2.58
2018/1/8,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,45,0,,\0,,
2018/1/8,03_口座開設一般,PC,Listing,Yahoo!,-,-,"5,457",40,1,"\12,984",,2.3
2018/1/8,03_口座開設一般,PC,Listing,Google,-,-,"4,901",97,,"\53,251",1.91,
2018/1/8,03_口座開設一般,PC,Listing,Google,,,640,9,,"\5,926",2.17,
2018/1/8,03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,"16,415",20,,"\5,430",,
2018/1/8,04_海外での利用,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,218,0,,\207,,
2018/1/8,03_口座開設一般,SP,Listing,Yahoo!,,,246,0,,\0,,1.8
2018/1/8,03_口座開設一般,SP,Listing,Yahoo!,-,-,"6,905",42,,"\18,437",,1.7
2018/1/8,03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,"29,301",37,,"\8,428",,
2018/1/8,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,2日～3日,343,0,,\0,,
2018/1/8,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,76,0,,\0,,
2018/1/8,04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱_STEP2,-,"11,748",13,,"\3,234",,
2018/1/8,04_海外での利用,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,"1,291",8,,"\1,248",,
2018/1/8,06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,"3,390",5,,"\1,428",,
2018/1/8,04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱_STEP2,-,"14,851",9,,"\3,822",,
2018/1/8,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,484,0,,\0,,
2018/1/8,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,134,0,,\0,,
2018/1/8,06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,662,0,,\0,,
2018/1/8,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,279,0,,\0,,
2018/1/8,03_口座開設一般,SP,Listing,Google,,,"1,380",17,,"\8,854",1.95,
2018/1/8,03_口座開設一般,SP,Listing,Google,-,-,"12,129",439,4,"\184,471",1.67,
2018/1/7,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,536,0,,\0,,
2018/1/7,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,678,2,,\932,,
2018/1/7,04_海外での利用,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,315,2,1,\320,,
2018/1/7,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,604,1,,\194,,
2018/1/7,03_口座開設一般,PC,Listing,Yahoo!,-,-,"4,836",37,,"\13,367",,2.66
2018/1/7,03_口座開設一般,SP,Listing,Yahoo!,-,-,"6,720",33,,"\16,165",,1.84
2018/1/7,03_口座開設一般,SP,RT,GDN,S5.申込フォーム離脱_STEP3,-,53,0,,\0,,
2018/1/7,03_口座開設一般,SP,Listing,Yahoo!,,,226,0,,\0,,1.81
2018/1/7,04_海外での利用,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,"3,344",26,,"\2,853",,
2018/1/7,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,340,0,,\0,,
2018/1/7,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,480,0,,\0,,
2018/1/7,03_口座開設一般,PC,Listing,Yahoo!,,,159,2,,"\1,309",,3.03
2018/1/7,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,"1,262",1,,\96,,
2018/1/7,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,295,0,,\0,,
2018/1/7,03_口座開設一般,PC,RT,GDN,S5.申込フォーム離脱_STEP3,-,133,1,,\160,,
2018/1/7,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,394,0,,\0,,
2018/1/7,03_口座開設一般,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,661,1,,\581,,
2018/1/7,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,33,0,,\0,,
2018/1/7,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,728,0,,\0,,
2018/1/7,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,54,1,,\42,,
2018/1/7,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,"11,433",11,,"\2,452",,
2018/1/7,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,"1,056",0,,\0,,
2018/1/7,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,318,0,,\0,,
2018/1/7,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,663,0,,\0,,
