Day,Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Impressions,Clicks,CV,Media Cost Margin,Google_position,Yahoo!_Position
10-Dec-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,809,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,322,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,277,1,,104,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,306,0,,397,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,475,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,387,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,3,0,,3,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,438,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,1263,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,14,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,1日～3日,39,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,64,3,,103,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,35,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,42,0,,59,NaN,NaN
10-Dec-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,486,1,,185,NaN,NaN
10-Dec-17,02_指名関連,PC,Listing,Yahoo!,-,-,14058,42,,10877,NaN,2.12
10-Dec-17,02_指名関連,PC,Listing,Yahoo!,,,1077,8,,2579,NaN,2.18
10-Dec-17,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,164,1,,598,NaN,NaN
10-Dec-17,02_指名関連,PC,Listing,Google,-,-,3467,82,1,29318,1.65,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,7,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,166,1,,201,NaN,NaN
10-Dec-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,15,0,,0,NaN,NaN
10-Dec-17,02_指名関連,PC,Listing,Google,,,1108,17,,12587,1.63,NaN
10-Dec-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,58,0,,0,NaN,NaN
10-Dec-17,02_指名関連,SP,Listing,Google,-,-,18321,299,3,151878,1.71,NaN
10-Dec-17,02_指名関連,SP,Listing,Google,,,315,7,,2030,1.68,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,80,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,300,2,,429,NaN,NaN
10-Dec-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,555,1,,114,NaN,NaN
10-Dec-17,03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,4030,4,,874,NaN,NaN
10-Dec-17,,,,,,,,,,,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,339,2,,437,NaN,NaN
10-Dec-17,03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,2304,6,,3176,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,105,0,,124,NaN,NaN
10-Dec-17,02_指名関連,SP,Listing,Yahoo!,-,-,15360,26,,9121,NaN,1.79
10-Dec-17,02_指名関連,SP,Listing,Yahoo!,,,1837,3,,1901,NaN,1.77
10-Dec-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,222,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,81,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,209,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,302,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,332,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,712,0,,0,NaN,NaN
10-Dec-17,04_海外での利用,SP,AT,GDN,-,-,1265,3,,166,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,870,0,,0,NaN,NaN
10-Dec-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,251,1,,95,NaN,NaN
10-Dec-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,1790,4,,284,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,438,1,,77,NaN,NaN
10-Dec-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,650,0,,0,NaN,NaN
10-Dec-17,03_口座開設一般,SP,Listing,Google,-,-,8326,352,1,109205,1.6,NaN
10-Dec-17,00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,1745,1,,103,NaN,NaN
10-Dec-17,03_口座開設一般,SP,Listing,Google,,,376,11,,3050,2.16,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,32,0,,0,NaN,NaN
10-Dec-17,03_口座開設一般,PC,Listing,Google,-,-,2750,60,1,23585,2.1,NaN
10-Dec-17,03_口座開設一般,PC,Listing,Google,,,615,9,,3175,2.91,NaN
10-Dec-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2026,1,,119,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,429,1,,157,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,45,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,416,1,,551,NaN,NaN
10-Dec-17,06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,388,0,,411,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,33,0,,0,NaN,NaN
10-Dec-17,01_指名,PC,Listing,Y!PSD,-,-,232,10,,8064,NaN,NaN
10-Dec-17,01_指名,SP,Listing,Y!PSD,-,-,138,0,,8064,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,123,0,,181,NaN,NaN
10-Dec-17,04_海外での利用,PC,AT,GDN,-,-,3861,7,,607,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,160,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,14,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,93,1,,70,NaN,NaN
10-Dec-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,259,0,,0,NaN,NaN
10-Dec-17,01_指名,SP,Listing,Google,-,-,919,102,1,6047,1.02,NaN
10-Dec-17,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,150,0,,0,NaN,NaN
10-Dec-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,160,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,184,1,,168,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,757,0,,0,NaN,NaN
10-Dec-17,01_指名,PC,Listing,Google,,,21,0,,0,1.19,NaN
10-Dec-17,00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,84,0,,111,NaN,NaN
10-Dec-17,01_指名,PC,Listing,Google,-,-,961,86,2,11602,1.03,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,299,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,1402,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,476,2,,570,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,40,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,48,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,819,1,,83,NaN,NaN
10-Dec-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,334,1,,49,NaN,NaN
10-Dec-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,272,0,,0,NaN,NaN
10-Dec-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,111,0,,0,NaN,NaN
10-Dec-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,11,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,742,1,,146,NaN,NaN
10-Dec-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,47,0,,0,NaN,NaN
10-Dec-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,17,0,,0,NaN,NaN
10-Dec-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,40,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,622,4,,639,NaN,NaN
10-Dec-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,77,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,106,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,1,0,,1,NaN,NaN
10-Dec-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,154,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,182,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,31日～90日,359,1,,74,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,196,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,285,1,,13,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,481,1,,196,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,174,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,55,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,2311,3,,1092,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,8日～15日,138,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,59,0,,0,NaN,NaN
10-Dec-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,667,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,582,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,909,0,,0,NaN,NaN
10-Dec-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,765,1,,79,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,280,1,,343,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,132,0,,0,NaN,NaN
10-Dec-17,,PC,,YDN,,,6006,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,69,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2993,4,,356,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,507,2,,645,NaN,NaN
10-Dec-17,06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,4146,7,,613,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,517,0,,0,NaN,NaN
10-Dec-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,1114,0,,0,NaN,NaN
10-Dec-17,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,46,0,,0,NaN,NaN
10-Dec-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,199,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,192,0,,0,NaN,NaN
10-Dec-17,03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,761,1,,132,NaN,NaN
10-Dec-17,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,50,0,,72,NaN,NaN
10-Dec-17,,SP,Listing,Google,,,,,,,NaN,NaN
10-Dec-17,,PC,Listing,Google,,,,,,,NaN,NaN
10-Dec-17,03_口座開設一般,PC,Listing,Yahoo!,,,273,1,1,164,NaN,3.35
10-Dec-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,292,0,,0,NaN,NaN
10-Dec-17,00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,36,2,,56,NaN,NaN
10-Dec-17,03_口座開設一般,PC,Listing,Yahoo!,-,-,6576,56,,15272,NaN,2.14
10-Dec-17,06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,687,4,,922,NaN,NaN
10-Dec-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,590,1,,242,NaN,NaN
10-Dec-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,100,1,,598,NaN,NaN
10-Dec-17,03_口座開設一般,SP,Listing,Yahoo!,-,-,7661,39,,8924,NaN,1.64
10-Dec-17,03_口座開設一般,SP,Listing,Yahoo!,,,703,1,,55,NaN,1.44
10-Dec-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,72,0,,0,NaN,NaN
10-Dec-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,111,0,,0,NaN,NaN
10-Dec-17,03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2634,1,,97,NaN,NaN
9-Dec-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,63,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,37,0,,0,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,663,1,,659,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,518,1,,583,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,1429,6,,1727,NaN,NaN
9-Dec-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,81,1,,598,NaN,NaN
9-Dec-17,02_指名関連,SP,Listing,Yahoo!,,,1823,2,,79,NaN,1.87
9-Dec-17,02_指名関連,SP,Listing,Yahoo!,-,-,15944,25,,7438,NaN,1.86
9-Dec-17,00_手数料無料,SP,AT,GDN,-,-,1099,4,,124,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,175,1,,199,NaN,NaN
9-Dec-17,02_指名関連,PC,Listing,Yahoo!,,,637,5,,1603,NaN,2.02
9-Dec-17,02_指名関連,PC,Listing,Yahoo!,-,-,15657,47,,12095,NaN,2.04
9-Dec-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,97,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,64,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,PC,AT,GDN,-,-,1545,1,,53,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,119,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,749,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,67,0,,0,NaN,NaN
9-Dec-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,21,0,,0,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,32,0,,0,NaN,NaN
9-Dec-17,04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,10831,12,,5196,NaN,NaN
9-Dec-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,41,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,14,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2069,1,,70,NaN,NaN
9-Dec-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,15,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,51,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,1698,3,,229,NaN,NaN
9-Dec-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,15,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,262,1,,342,NaN,NaN
9-Dec-17,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,118,0,,0,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,147,0,,0,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,123,0,,0,NaN,NaN
9-Dec-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,408,1,,73,NaN,NaN
9-Dec-17,,SP,Listing,Google,,,,,,,NaN,NaN
9-Dec-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,153,0,,0,NaN,NaN
9-Dec-17,,PC,Listing,Y!PSD,,,,,,,NaN,NaN
9-Dec-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,493,0,,0,NaN,NaN
9-Dec-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,80,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,9,0,,0,NaN,NaN
9-Dec-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,595,0,,0,NaN,NaN
9-Dec-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,57,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,45,1,,97,NaN,NaN
9-Dec-17,,PC,,YDN,,,3661,4,,916,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,45,0,,61,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,30,0,,0,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,246,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,15,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,192,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,20,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,72,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,SP,Listing,Yahoo!,,,221,3,,469,NaN,1.87
9-Dec-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,113,1,,95,NaN,NaN
9-Dec-17,03_口座開設一般,SP,Listing,Google,,,312,7,,1462,1.99,NaN
9-Dec-17,03_口座開設一般,SP,Listing,Yahoo!,-,-,5394,36,,8508,NaN,1.69
9-Dec-17,03_口座開設一般,SP,Listing,Google,-,-,7218,300,3,89048,1.6,NaN
9-Dec-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,245,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,PC,Listing,Yahoo!,,,107,0,,0,NaN,2.55
9-Dec-17,03_口座開設一般,PC,Listing,Yahoo!,-,-,4894,46,,14692,NaN,2.11
9-Dec-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,170,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,653,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,41,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,17,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,PC,Listing,Google,,,582,5,,1645,2.82,NaN
9-Dec-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,23,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,487,0,,0,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,470,1,,544,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,307,1,,413,NaN,NaN
9-Dec-17,03_口座開設一般,PC,Listing,Google,-,-,2416,47,,21650,2.02,NaN
9-Dec-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,73,1,,598,NaN,NaN
9-Dec-17,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,98,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,61,0,,0,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,107,0,,0,NaN,NaN
9-Dec-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,216,0,,0,NaN,NaN
9-Dec-17,,PC,Listing,Google,,,,,,,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,990,0,,0,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,50,1,,57,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,754,6,,974,NaN,NaN
9-Dec-17,01_指名,PC,Listing,Google,,,12,0,,0,1.33,NaN
9-Dec-17,00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,150,0,,211,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,452,0,,0,NaN,NaN
9-Dec-17,01_指名,PC,Listing,Yahoo!,-,-,763,62,1,2444,NaN,1.01
9-Dec-17,01_指名,PC,Listing,Google,-,-,1001,76,1,8842,1,NaN
9-Dec-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,92,0,,0,NaN,NaN
9-Dec-17,01_指名,SP,Listing,Yahoo!,-,-,335,13,,1770,NaN,1.07
9-Dec-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,466,1,,83,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,687,0,,0,NaN,NaN
9-Dec-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,407,2,,478,NaN,NaN
9-Dec-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,154,1,,37,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,1283,2,,520,NaN,NaN
9-Dec-17,01_指名,SP,Listing,Google,-,-,928,107,1,6858,1.01,NaN
9-Dec-17,06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,4517,6,,540,NaN,NaN
9-Dec-17,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,54,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,3281,4,,1781,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,130,0,,181,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,3,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,1,0,,1,NaN,NaN
9-Dec-17,04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,14435,18,,1820,NaN,NaN
9-Dec-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,166,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,57,0,,0,NaN,NaN
9-Dec-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,160,0,,0,NaN,NaN
9-Dec-17,04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,6060,13,,1459,NaN,NaN
9-Dec-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,156,0,,0,NaN,NaN
9-Dec-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,248,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,8日～15日,69,0,,0,NaN,NaN
9-Dec-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,111,0,,0,NaN,NaN
