Day,Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Impressions,Clicks,CV,Media Cost Margin,Google_AdRank,Yahoo!_AdRank
2017/12/30,06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱_STEP2,-,185 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,149 ,0 ,,0 ,,
2017/12/30,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,439 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,SP,RT,GDN,S5.申込フォーム離脱_STEP3,-,58 ,0 ,,0 ,,
2017/12/30,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,187 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,PC,RT,GDN,S5.申込フォーム離脱_STEP3,-,47 ,0 ,,0 ,,
2017/12/30,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,193 ,0 ,,0 ,,
2017/12/30,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,6794 ,8 ,,1729 ,,
2017/12/30,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,128 ,0 ,,0 ,,
2017/12/30,01_指名,PC,Listing,Y!PSD,-,-,269 ,10 ,,8064 ,,
2017/12/30,03_口座開設一般,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,407 ,1 ,,559 ,,
2017/12/30,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,1176 ,3 ,,113 ,,
2017/12/30,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,143 ,0 ,,0 ,,
2017/12/30,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,59 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,40 ,0 ,,0 ,,
2017/12/30,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,4051 ,3 ,,718 ,,
2017/12/30,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,1165 ,1 ,,58 ,,
2017/12/30,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,52 ,0 ,,0 ,,
2017/12/30,01_指名,SP,Listing,Y!PSD,-,-,132 ,1 ,,8064 ,,
2017/12/30,04_海外での利用,SP,RT,GDN,S5.申込フォーム離脱_STEP3,-,134 ,0 ,,0 ,,
2017/12/30,04_海外での利用,PC,RT,GDN,S5.申込フォーム離脱_STEP3,-,183 ,0 ,,0 ,,
2017/12/30,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,2945 ,1 ,,245 ,,
2017/12/30,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,98 ,0 ,,0 ,,
2017/12/30,04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱_STEP2,-,1222 ,2 ,,193 ,,
2017/12/30,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,17 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,73 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,1 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,8 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,605 ,2 ,,805 ,,
2017/12/30,04_海外での利用,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,233 ,0 ,,315 ,,
2017/12/30,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,9 ,0 ,,0 ,,
2017/12/30,04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱_STEP2,-,1979 ,2 ,,271 ,,
2017/12/30,03_口座開設一般,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,172 ,0 ,,279 ,,
2017/12/30,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,295 ,0 ,,0 ,,
2017/12/30,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,68 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,4 ,0 ,,6 ,,
2017/12/30,03_口座開設一般,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,187 ,1 ,,260 ,,
2017/12/30,04_海外での利用,SP,AT,GDN,-,-,3 ,0 ,,0 ,,
2017/12/30,04_海外での利用,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,1 ,0 ,,1 ,,
2017/12/30,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,59 ,1 ,,464 ,,
2017/12/30,03_口座開設一般,PC,Listing,Yahoo!,,,16 ,0 ,,0 ,,2 
2017/12/30,03_口座開設一般,PC,Listing,Yahoo!,-,-,678 ,2 ,,234 ,,2 
2017/12/30,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,130 ,0 ,,0 ,,
2017/12/30,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,56 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,43 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,274 ,4 ,,381 ,,
2017/12/30,03_口座開設一般,SP,Listing,Yahoo!,,,41 ,0 ,,0 ,,2 
2017/12/30,03_口座開設一般,SP,Listing,Yahoo!,-,-,1118 ,9 ,,2978 ,,2 
2017/12/30,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,526 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,25 ,0 ,,0 ,,
2017/12/30,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,253 ,1 ,,372 ,,
2017/12/30,04_海外での利用,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,846 ,6 ,,1202 ,,
2017/12/30,03_口座開設一般,SP,Listing,Google,-,-,5016 ,233 ,5 ,55018 ,2 ,
2017/12/30,03_口座開設一般,SP,Listing,Google,,,474 ,11 ,,1661 ,2 ,
2017/12/30,03_口座開設一般,PC,Listing,Google,-,-,1910 ,55 ,2 ,17621 ,2 ,
2017/12/30,03_口座開設一般,PC,Listing,Google,,,301 ,3 ,,792 ,2 ,
2017/12/30,03_口座開設一般,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,305 ,2 ,,327 ,,
2017/12/30,04_海外での利用,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,238 ,1 ,,270 ,,
2017/12/30,03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱_STEP2,-,849 ,1 ,,88 ,,
2017/12/30,03_口座開設一般,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,52 ,0 ,,61 ,,
2017/12/30,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,2日～3日,4 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,21 ,0 ,,0 ,,
2017/12/30,04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,14 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,121 ,1 ,,50 ,,
2017/12/30,04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,1 ,0 ,,0 ,,
2017/12/30,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,125 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱_STEP2,-,1198 ,2 ,,254 ,,
2017/12/30,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,122 ,0 ,,0 ,,
2017/12/30,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,235 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,33 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,51 ,0 ,,0 ,,
2017/12/30,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,6051 ,10 ,,2345 ,,
2017/12/30,04_海外での利用,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,725 ,3 ,,804 ,,
2017/12/30,06_外貨預金,PC,RT,GDN,S5.申込フォーム離脱_STEP3,-,12 ,0 ,,0 ,,
2017/12/30,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,529 ,1 ,,41 ,,
2017/12/30,03_口座開設一般,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,105 ,1 ,,134 ,,
2017/12/30,06_外貨預金,SP,RT,GDN,S5.申込フォーム離脱_STEP3,-,38 ,0 ,,0 ,,
2017/12/30,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,658 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,23 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,33 ,0 ,,0 ,,
2017/12/30,04_海外での利用,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,236 ,1 ,,354 ,,
2017/12/30,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,74 ,0 ,,0 ,,
2017/12/30,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,404 ,0 ,,0 ,,
2017/12/30,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,347 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,30 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,SP,AT,GDN,-,-,1 ,0 ,,0 ,,
2017/12/30,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,121 ,0 ,,0 ,,
2017/12/30,04_海外での利用,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,4 ,0 ,,4 ,,
2017/12/30,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,204 ,0 ,,0 ,,
2017/12/30,02_指名関連,PC,Listing,Yahoo!,,,109 ,2 ,,328 ,,2 
2017/12/30,02_指名関連,PC,Listing,Yahoo!,-,-,375 ,18 ,,571 ,,2 
2017/12/30,02_指名関連,SP,Listing,Yahoo!,,,83 ,1 ,,43 ,,2 
2017/12/30,02_指名関連,SP,Listing,Yahoo!,-,-,260 ,1 ,,308 ,,2 
2017/12/30,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,310 ,0 ,,0 ,,
2017/12/30,04_海外での利用,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,114 ,1 ,,138 ,,
2017/12/30,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,754 ,0 ,,0 ,,
2017/12/30,03_口座開設一般,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,1 ,0 ,,1 ,,
2017/12/30,01_指名,SP,Listing,Yahoo!,-,-,327 ,10 ,,328 ,,1 
2017/12/30,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,1日,161 ,0 ,,0 ,,
2017/12/30,01_指名,SP,Listing,Google,,,44 ,1 ,,18 ,1 ,
2017/12/30,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,1060 ,0 ,,0 ,,
2017/12/30,01_指名,SP,Listing,Google,-,-,838 ,84 ,,7958 ,1 ,
2017/12/30,01_指名,PC,Listing,Yahoo!,-,-,796 ,67 ,,2476 ,,1 
2017/12/30,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,227 ,1 ,,23 ,,
2017/12/30,01_指名,PC,Listing,Google,,,24 ,0 ,,0 ,1 ,
2017/12/30,01_指名,PC,Listing,Google,-,-,894 ,83 ,1 ,12368 ,1 ,
2017/12/30,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,510 ,1 ,,500 ,,
2017/12/30,04_海外での利用,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,495 ,2 ,,774 ,,
2017/12/30,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,236 ,0 ,,0 ,,
2017/12/30,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,2日～3日,147 ,0 ,,0 ,,
2017/12/30,04_海外での利用,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,385 ,1 ,,537 ,,
2017/12/29,03_口座開設一般,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,125 ,1 ,,214 ,,
2017/12/29,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,1053 ,0 ,,0 ,,
2017/12/29,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,184 ,0 ,,0 ,,
2017/12/29,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,302 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2 ,0 ,,0 ,,
2017/12/29,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,194 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,109 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,94 ,0 ,,0 ,,
2017/12/29,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,593 ,0 ,,0 ,,
2017/12/29,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,1日,31 ,0 ,,0 ,,
2017/12/29,04_海外での利用,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,161 ,3 ,,169 ,,
2017/12/29,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,244 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,SP,AT,GDN,-,-,1 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,PC,AT,GDN,-,-,1 ,0 ,,0 ,,
2017/12/29,04_海外での利用,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,1 ,1 ,,1 ,,
2017/12/29,03_口座開設一般,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,214 ,1 ,,240 ,,
2017/12/29,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,203 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,138 ,1 ,,47 ,,
2017/12/29,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,3160 ,4 ,,696 ,,
2017/12/29,04_海外での利用,SP,RT,GDN,S5.申込フォーム離脱_STEP3,-,79 ,0 ,,0 ,,
2017/12/29,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,4765 ,1 ,,58 ,,
2017/12/29,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2490 ,1 ,,41 ,,
2017/12/29,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,106 ,0 ,,0 ,,
2017/12/29,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2555 ,2 ,,115 ,,
2017/12/29,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,1125 ,0 ,,0 ,,
2017/12/29,06_外貨預金,PC,RT,GDN,S5.申込フォーム離脱_STEP3,-,23 ,0 ,,0 ,,
2017/12/29,04_海外での利用,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,630 ,5 ,,845 ,,
2017/12/29,03_口座開設一般,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,39 ,0 ,,49 ,,
2017/12/29,03_口座開設一般,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,3 ,0 ,,4 ,,
2017/12/29,06_外貨預金,SP,RT,GDN,S5.申込フォーム離脱_STEP3,-,38 ,0 ,,0 ,,
2017/12/29,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,399 ,2 ,,72 ,,
2017/12/29,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,921 ,1 ,,43 ,,
2017/12/29,04_海外での利用,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,172 ,0 ,,237 ,,
2017/12/29,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,1227 ,0 ,,0 ,,
2017/12/29,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,1日,165 ,0 ,,0 ,,
2017/12/29,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,7548 ,9 ,,1895 ,,
2017/12/29,02_指名関連,SP,Listing,Google,,,8073 ,181 ,1 ,53526 ,2 ,
2017/12/29,02_指名関連,SP,Listing,Google,-,-,5423 ,71 ,,34168 ,2 ,
2017/12/29,02_指名関連,PC,Listing,Google,,,2456 ,77 ,,17326 ,2 ,
2017/12/29,02_指名関連,PC,Listing,Google,-,-,627 ,14 ,,5950 ,2 ,
2017/12/29,04_海外での利用,PC,RT,GDN,S5.申込フォーム離脱_STEP3,-,163 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,PC,Listing,Google,,,248 ,3 ,1 ,1110 ,2 ,
2017/12/29,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,74 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,340 ,0 ,,0 ,,
2017/12/29,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,287 ,0 ,,0 ,,
2017/12/29,04_海外での利用,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,691 ,3 ,,853 ,,
2017/12/29,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,587 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,SP,Listing,Yahoo!,-,-,511 ,5 ,,893 ,,1 
2017/12/29,03_口座開設一般,SP,Listing,Google,,,462 ,16 ,,2820 ,2 ,
2017/12/29,03_口座開設一般,SP,Listing,Google,-,-,6700 ,360 ,5 ,82825 ,1 ,
2017/12/29,03_口座開設一般,PC,Listing,Google,-,-,2143 ,59 ,1 ,22874 ,2 ,
2017/12/29,04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱_STEP2,-,2278 ,5 ,1 ,635 ,,
2017/12/29,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,272 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,PC,Listing,Yahoo!,-,-,313 ,7 ,1 ,3173 ,,2 
2017/12/29,03_口座開設一般,PC,Listing,Yahoo!,,,5 ,0 ,,0 ,,2 
2017/12/29,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,524 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,SP,Listing,Yahoo!,,,11 ,0 ,,0 ,,2 
2017/12/29,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,2日～3日,2 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,51 ,0 ,,0 ,,
2017/12/29,04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱_STEP2,-,948 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,79 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,94 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,130 ,0 ,,204 ,,
2017/12/29,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,174 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,187 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,175 ,3 ,,254 ,,
2017/12/29,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,63 ,0 ,,0 ,,
2017/12/29,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,372 ,0 ,,0 ,,
2017/12/29,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,7086 ,8 ,,1458 ,,
2017/12/29,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,32 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,46 ,0 ,,0 ,,
2017/12/29,04_海外での利用,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,140 ,1 ,,157 ,,
2017/12/29,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,530 ,0 ,,0 ,,
2017/12/29,04_海外での利用,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,84 ,0 ,,95 ,,
2017/12/29,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,4121 ,2 ,,402 ,,
2017/12/29,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,49 ,0 ,,0 ,,
2017/12/29,01_指名,PC,Listing,Yahoo!,-,-,1395 ,70 ,1 ,4325 ,,1 
2017/12/29,01_指名,SP,Listing,Yahoo!,-,-,588 ,11 ,,1322 ,,1 
2017/12/29,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,1319 ,1 ,,34 ,,
2017/12/29,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,840 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,280 ,0 ,,0 ,,
2017/12/29,04_海外での利用,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,840 ,7 ,,1225 ,,
2017/12/29,03_口座開設一般,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,374 ,1 ,,476 ,,
2017/12/29,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,328 ,0 ,,0 ,,
2017/12/29,02_指名関連,PC,Listing,Yahoo!,-,-,606 ,15 ,,492 ,,2 
2017/12/29,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,1044 ,1 ,,52 ,,
2017/12/29,02_指名関連,PC,Listing,Yahoo!,,,190 ,6 ,,329 ,,3 
2017/12/29,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,1994 ,0 ,,0 ,,
2017/12/29,02_指名関連,SP,Listing,Yahoo!,-,-,533 ,6 ,,330 ,,2 
2017/12/29,02_指名関連,SP,Listing,Yahoo!,,,105 ,0 ,,0 ,,2 
2017/12/29,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,324 ,0 ,,0 ,,
2017/12/29,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,733 ,0 ,,0 ,,
2017/12/29,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,340 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,SP,RT,GDN,S5.申込フォーム離脱_STEP3,-,57 ,0 ,,0 ,,
2017/12/29,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,322 ,1 ,,421 ,,
2017/12/29,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,473 ,1 ,,52 ,,
2017/12/29,03_口座開設一般,PC,RT,GDN,S5.申込フォーム離脱_STEP3,-,70 ,0 ,,0 ,,
2017/12/29,06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱_STEP2,-,327 ,0 ,,0 ,,
2017/12/29,04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,2 ,0 ,,0 ,,
2017/12/29,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,1065 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,27 ,0 ,,0 ,,
2017/12/29,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,740 ,2 ,,576 ,,
2017/12/29,04_海外での利用,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,341 ,3 ,,525 ,,
2017/12/29,03_口座開設一般,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,59 ,0 ,,0 ,,
2017/12/29,06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱_STEP2,-,326 ,0 ,,0 ,,
2017/12/29,04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,11 ,0 ,,0 ,,
2017/12/29,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,1032 ,3 ,,114 ,,
2017/12/29,03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱_STEP2,-,615 ,1 ,,112 ,,
2017/12/29,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,596 ,0 ,,0 ,,
2017/12/29,01_指名,PC,Listing,Google,,,30 ,3 ,,671 ,1 ,
2017/12/29,04_海外での利用,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,299 ,2 ,,404 ,,
2017/12/29,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,1089 ,0 ,,0 ,,
2017/12/29,01_指名,PC,Listing,Google,-,-,1498 ,117 ,1 ,12869 ,1 ,
2017/12/29,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,966 ,0 ,,0 ,,
2017/12/29,01_指名,SP,Listing,Google,-,-,1456 ,153 ,1 ,9001 ,1 ,
2017/12/29,01_指名,SP,Listing,Google,,,90 ,10 ,,792 ,1 ,
2017/12/29,01_指名,PC,Listing,Y!PSD,-,-,430 ,8 ,,8064 ,,
2017/12/29,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,2日～3日,119 ,0 ,,0 ,,
2017/12/29,01_指名,SP,Listing,Y!PSD,-,-,285 ,3 ,,8064 ,,
2017/12/29,03_口座開設一般,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,363 ,1 ,,485 ,,
2017/12/29,03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱_STEP2,-,1271 ,0 ,,0 ,,
2017/12/29,03_口座開設一般,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,102 ,0 ,,101 ,,
2017/12/29,03_口座開設一般,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,1 ,0 ,,1 ,,
2017/12/29,03_口座開設一般,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,81 ,0 ,,105 ,,
2017/12/29,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2663 ,0 ,,0 ,,
2017/12/29,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,795 ,2 ,,72 ,,
2017/12/28,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,8292 ,8 ,,1265 ,,
2017/12/28,03_口座開設一般,PC,RT,GDN,S5.申込フォーム離脱_STEP3,-,64 ,0 ,,0 ,,
2017/12/28,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,79 ,0 ,,0 ,,
