Day,Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Impressions,Clicks,CV,Media Cost Margin,Google_AdRank,Yahoo!_AdRank
2017/11/28,06_外貨預金,PC,AT,GDN,-,-,132 ,1 ,,125 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,155 ,0 ,,0 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,172 ,0 ,,0 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,8日～15日,202 ,0 ,,0 ,,
2017/11/28,00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,1363 ,0 ,,0 ,,
2017/11/28,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,114 ,0 ,,0 ,,
2017/11/28,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,19 ,0 ,,0 ,,
2017/11/28,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,304 ,0 ,,0 ,,
2017/11/28,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,59 ,0 ,,0 ,,
2017/11/28,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,16日～30日,391 ,0 ,,0 ,,
2017/11/28,04_海外での利用,SP,AT,YDN,-,-,976077 ,811 ,,234365 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,16日～30日,146 ,0 ,,0 ,,
2017/11/28,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,349 ,0 ,,0 ,,
2017/11/28,03_口座開設一般,PC,AT,GDN,-,-,5721 ,5 ,,847 ,,
2017/11/28,03_口座開設一般,SP,AT,GDN,-,-,9326 ,12 ,,1346 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,383 ,1 ,,710 ,,
2017/11/28,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,617 ,0 ,,0 ,,
2017/11/28,01_指名,SP,Listing,Y!PSD,-,-,239 ,0 ,,8333 ,,
2017/11/28,01_指名,PC,Listing,Y!PSD,-,-,598 ,7 ,,8333 ,,
2017/11/28,05_海外への送金,SP,Listing,Google,-,-,1685 ,76 ,,38621 ,1 ,
2017/11/28,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,66 ,0 ,,0 ,,
2017/11/28,03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,4029 ,3 ,,1637 ,,
2017/11/28,05_海外への送金,PC,Listing,Yahoo!,-,-,1831 ,19 ,,6379 ,,1 
2017/11/28,03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,6310 ,8 ,,1424 ,,
2017/11/28,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,87 ,0 ,,0 ,,
2017/11/28,05_海外への送金,SP,Listing,Yahoo!,-,-,881 ,17 ,,7640 ,,1 
2017/11/28,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,172 ,0 ,,0 ,,
2017/11/28,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,116 ,0 ,,0 ,,
2017/11/28,06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,74 ,0 ,,0 ,,
2017/11/28,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,6802 ,2 ,,205 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,1日～3日,33 ,0 ,,0 ,,
2017/11/28,06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,874 ,1 ,,961 ,,
2017/11/28,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,320 ,0 ,,385 ,,
2017/11/28,06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,696 ,0 ,,0 ,,
2017/11/28,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2599 ,8 ,,694 ,,
2017/11/28,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,99 ,0 ,,0 ,,
2017/11/28,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,117 ,0 ,,0 ,,
2017/11/28,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,1393 ,2 ,,209 ,,
2017/11/28,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,233 ,0 ,,0 ,,
2017/11/28,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,1031 ,0 ,,0 ,,
2017/11/28,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,179 ,0 ,,0 ,,
2017/11/28,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,427 ,0 ,,0 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,95 ,0 ,,0 ,,
2017/11/28,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,822 ,0 ,,0 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,178 ,0 ,,0 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,1528 ,0 ,,0 ,,
2017/11/28,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,5498 ,0 ,,0 ,,
2017/11/28,04_海外での利用,SP,Listing,Yahoo!,-,-,47187 ,70 ,,40813 ,,2 
2017/11/28,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,1620 ,12 ,,1418 ,,
2017/11/28,04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,11845 ,9 ,,2581 ,,
2017/11/28,04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,8967 ,8 ,,4550 ,,
2017/11/28,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,144 ,0 ,,0 ,,
2017/11/28,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,168 ,0 ,,0 ,,
2017/11/28,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,38 ,1 ,,186 ,,
2017/11/28,04_海外での利用,PC,Listing,Yahoo!,-,-,34239 ,64 ,,35258 ,,2 
2017/11/28,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,134 ,0 ,,0 ,,
2017/11/28,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,305 ,0 ,,0 ,,
2017/11/28,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,1071 ,0 ,,0 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,299 ,0 ,,0 ,,
2017/11/28,06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,1175 ,0 ,,1123 ,,
2017/11/28,01_指名,SP,Listing,Google,-,-,1154 ,148 ,2 ,10366 ,1 ,
2017/11/28,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,1013 ,0 ,,0 ,,
2017/11/28,01_指名,PC,Listing,Google,-,-,1915 ,154 ,,17312 ,1 ,
2017/11/28,01_指名,PC,Listing,Google,,,32 ,3 ,,295 ,1 ,
2017/11/28,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,379 ,0 ,,0 ,,
2017/11/28,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,1661 ,0 ,,0 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,515 ,0 ,,0 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,4206 ,1 ,,72 ,,
2017/11/28,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,8677 ,2 ,,179 ,,
2017/11/28,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,636 ,0 ,,0 ,,
2017/11/28,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,186 ,0 ,,0 ,,
2017/11/28,06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,1689 ,7 ,,1794 ,,
2017/11/28,03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,14660 ,21 ,,4591 ,,
2017/11/28,03_口座開設一般,PC,Listing,Google,,,803 ,14 ,,4592 ,2 ,
2017/11/28,03_口座開設一般,PC,Listing,Google,-,-,5094 ,93 ,1 ,50995 ,2 ,
2017/11/28,03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,7543 ,10 ,,2243 ,,
2017/11/28,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,550 ,0 ,,0 ,,
2017/11/28,03_口座開設一般,SP,Listing,Google,-,-,15039 ,548 ,3 ,230461 ,2 ,
2017/11/28,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,4085 ,0 ,,0 ,,
2017/11/28,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,317 ,0 ,,0 ,,
2017/11/28,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,1069 ,0 ,,0 ,,
2017/11/28,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,260 ,1 ,,539 ,,
2017/11/28,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,1328 ,1 ,,92 ,,
2017/11/28,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,224 ,1 ,,82 ,,
2017/11/28,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,823 ,0 ,,0 ,,
2017/11/28,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,785 ,0 ,,0 ,,
2017/11/28,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,172 ,0 ,,0 ,,
2017/11/28,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,348 ,0 ,,0 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,31日～90日,478 ,0 ,,0 ,,
2017/11/28,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,245 ,0 ,,0 ,,
2017/11/28,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2005 ,0 ,,0 ,,
2017/11/28,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,499 ,0 ,,0 ,,
2017/11/28,04_海外での利用,SP,Listing,Google,-,-,1759 ,30 ,,17783 ,2 ,
2017/11/28,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,1438 ,0 ,,0 ,,
2017/11/28,04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,27652 ,28 ,,5027 ,,
2017/11/28,04_海外での利用,PC,Listing,Google,-,-,1811 ,13 ,,7608 ,3 ,
2017/11/28,04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,17165 ,24 ,,4831 ,,
2017/11/28,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,678 ,0 ,,0 ,,
2017/11/28,06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,13120 ,10 ,,10998 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,1742 ,2 ,,204 ,,
2017/11/28,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,1834 ,0 ,,0 ,,
2017/11/28,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,3906 ,1 ,,127 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,1366 ,0 ,,0 ,,
2017/11/28,00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,389 ,0 ,,0 ,,
2017/11/28,00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,2081 ,3 ,,545 ,,
2017/11/28,06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,886 ,3 ,,960 ,,
2017/11/28,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,614 ,0 ,,0 ,,
2017/11/28,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,550 ,0 ,,0 ,,
2017/11/28,02_指名関連,PC,Listing,Yahoo!,-,-,30578 ,85 ,1 ,33250 ,,2 
2017/11/28,02_指名関連,PC,Listing,Google,,,1188 ,11 ,,5742 ,2 ,
2017/11/28,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,1359 ,0 ,,0 ,,
2017/11/28,02_指名関連,PC,Listing,Google,-,-,6486 ,111 ,1 ,55770 ,2 ,
2017/11/28,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,1633 ,0 ,,0 ,,
2017/11/28,02_指名関連,SP,Listing,Google,-,-,29303 ,411 ,13 ,183506 ,2 ,
2017/11/27,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,531 ,1 ,,104 ,,
2017/11/27,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,20 ,0 ,,0 ,,
2017/11/27,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,14 ,0 ,,0 ,,
2017/11/27,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,1167 ,10 ,,1019 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,255 ,1 ,,106 ,,
2017/11/27,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,550 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,25 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,174 ,1 ,,714 ,,
2017/11/27,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,34 ,0 ,,0 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,28 ,0 ,,0 ,,
2017/11/27,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,282 ,3 ,,338 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,1250 ,0 ,,0 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,4341 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,7992 ,6 ,,1471 ,,
2017/11/27,03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,14918 ,17 ,1 ,3124 ,,
2017/11/27,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,851 ,1 ,,73 ,,
2017/11/27,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,3260 ,2 ,,155 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,470 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,42 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,SP,AT,GDN,-,-,31278 ,22 ,,2374 ,,
2017/11/27,01_指名,PC,Listing,Y!PSD,-,-,676 ,10 ,,8333 ,,
2017/11/27,03_口座開設一般,PC,AT,GDN,-,-,27740 ,15 ,,2358 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,774 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,351 ,0 ,,0 ,,
2017/11/27,01_指名,SP,Listing,Y!PSD,-,-,247 ,0 ,,8333 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,184 ,1 ,,74 ,,
2017/11/27,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,76 ,0 ,,0 ,,
2017/11/27,04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,16010 ,18 ,,5144 ,,
2017/11/27,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,111 ,1 ,,394 ,,
2017/11/27,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,24 ,0 ,,0 ,,
2017/11/27,04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,14513 ,15 ,1 ,11539 ,,
2017/11/27,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,131 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,52 ,0 ,,0 ,,
2017/11/27,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,32 ,0 ,,0 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,16日～30日,136 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,52 ,0 ,,0 ,,
2017/11/27,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,98 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,37 ,0 ,,0 ,,
2017/11/27,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,459 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,31日～90日,141 ,0 ,,0 ,,
2017/11/27,05_海外への送金,SP,Listing,Google,-,-,1457 ,52 ,,21576 ,1 ,
2017/11/27,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,333 ,1 ,,104 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,617 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,51 ,0 ,,0 ,,
2017/11/27,05_海外への送金,PC,Listing,Google,,,20 ,0 ,,0 ,2 ,
2017/11/27,05_海外への送金,PC,Listing,Google,-,-,1447 ,34 ,,18673 ,1 ,
2017/11/27,06_外貨預金,SP,AT,GDN,-,-,2823 ,1 ,,98 ,,
2017/11/27,00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,2093 ,3 ,,1339 ,,
2017/11/27,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,62 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,1日～3日,22 ,0 ,,0 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,60 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,79 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,9042 ,13 ,,4028 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,153 ,0 ,,0 ,,
2017/11/27,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,78 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,PC,Listing,Google,,,664 ,5 ,,1321 ,2 ,
2017/11/27,03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,6849 ,5 ,,1236 ,,
2017/11/27,03_口座開設一般,PC,Listing,Google,-,-,4419 ,72 ,1 ,34726 ,2 ,
2017/11/27,03_口座開設一般,SP,Listing,Google,-,-,13852 ,503 ,7 ,190944 ,2 ,
2017/11/27,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,249 ,0 ,,0 ,,
2017/11/27,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,190 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,82 ,1 ,,642 ,,
2017/11/27,04_海外での利用,SP,AT,YDN,-,-,892964 ,414 ,,81884 ,,
2017/11/27,06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,1705 ,5 ,,1835 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,252 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,19 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,6 ,0 ,,0 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,244 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,70 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,168 ,0 ,,0 ,,
2017/11/27,00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,776 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,133 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,20 ,0 ,,0 ,,
2017/11/27,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,68 ,0 ,,0 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,1166 ,0 ,,0 ,,
2017/11/27,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,280 ,0 ,,0 ,,
2017/11/27,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,57 ,0 ,,0 ,,
2017/11/27,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,395 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,16日～30日,28 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,38 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,AT,GDN,-,-,9100 ,11 ,,1074 ,,
2017/11/27,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,145 ,0 ,,0 ,,
2017/11/27,00_手数料無料,PC,AT,GDN,-,-,7165 ,8 ,,1253 ,,
2017/11/27,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,906 ,4 ,,787 ,,
2017/11/27,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,160 ,0 ,,0 ,,
2017/11/27,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,55 ,1 ,,664 ,,
2017/11/27,05_海外への送金,PC,Listing,Yahoo!,-,-,1705 ,21 ,,8674 ,,1 
2017/11/27,05_海外への送金,SP,Listing,Yahoo!,-,-,977 ,23 ,,10908 ,,1 
2017/11/27,06_外貨預金,SP,AT,YDN,-,-,483954 ,212 ,,40894 ,,
2017/11/27,01_指名,PC,Listing,Yahoo!,-,-,1722 ,87 ,,5606 ,,1 
2017/11/27,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,341 ,1 ,,338 ,,
2017/11/27,01_指名,SP,Listing,Yahoo!,-,-,547 ,20 ,,1165 ,,1 
2017/11/27,06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,530 ,0 ,,0 ,,
2017/11/27,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,292 ,0 ,,0 ,,
2017/11/27,06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,2600 ,2 ,,277 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,333 ,0 ,,0 ,,
2017/11/27,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,1383 ,1 ,,152 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,964 ,0 ,,0 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,624 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,104 ,0 ,,0 ,,
2017/11/27,06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,468 ,1 ,,444 ,,
2017/11/27,06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,221 ,0 ,,252 ,,
2017/11/27,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,725 ,0 ,,0 ,,
2017/11/27,02_指名関連,SP,Listing,Yahoo!,-,-,32301 ,49 ,,15680 ,,2 
2017/11/27,03_口座開設一般,SP,Listing,Yahoo!,-,-,24274 ,168 ,1 ,53012 ,,2 
2017/11/27,03_口座開設一般,PC,Listing,Yahoo!,-,-,21527 ,223 ,1 ,61235 ,,3 
2017/11/27,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,196 ,0 ,,0 ,,
2017/11/27,02_指名関連,PC,Listing,Yahoo!,-,-,27964 ,84 ,1 ,26004 ,,3 
2017/11/27,06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,908 ,1 ,,217 ,,
2017/11/27,06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,730 ,0 ,,655 ,,
2017/11/27,00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,567 ,0 ,,0 ,,
2017/11/27,06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,121 ,1 ,,793 ,,
2017/11/27,04_海外での利用,PC,AT,GDN,-,-,88298 ,90 ,,13055 ,,
2017/11/27,04_海外での利用,SP,AT,GDN,-,-,56156 ,30 ,,3438 ,,
2017/11/27,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,494 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,73 ,0 ,,0 ,,
2017/11/27,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,61 ,0 ,,0 ,,
2017/11/27,06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,11682 ,14 ,,9580 ,,
2017/11/27,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,41 ,0 ,,0 ,,
2017/11/27,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,42 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,2218 ,2 ,,282 ,,
2017/11/27,06_外貨預金,PC,AT,GDN,-,-,496 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,199 ,0 ,,0 ,,
2017/11/27,00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,177 ,2 ,,752 ,,
2017/11/27,06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,754 ,1 ,,661 ,,
2017/11/27,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,116 ,0 ,,0 ,,
2017/11/27,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,41 ,0 ,,0 ,,
2017/11/27,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,69 ,0 ,,0 ,,
