Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Day,Impressions,Clicks,CV,Media Cost Margin
00_手数料無料,SP,AT,YDN,-,-,2017/10/1,29084,52,,4980
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,2017/10/1,15554,3,,1248
06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/10/1,10976,15,,1702
06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,16日～30日,2017/10/1,24242,2,,727
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/10/1,1087,0,,0
06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/10/1,26746,7,,2353
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/1,4143,7,,1561
05_海外への送金,SP,Listing,Google,-,-,2017/10/1,684,24,,8364
03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,16日～30日,2017/10/1,3198,7,,901
05_海外への送金,PC,Listing,Google,-,-,2017/10/1,372,15,,7092
00_手数料無料,PC,RT,GDN,S1.TOPページ離脱,-,2017/10/1,878,0,,0
06_外貨預金,SP,AT,GDN,-,-,2017/10/1,83,0,,0
05_海外への送金,SP,Listing,Yahoo!,-,-,2017/9/30,171,2,,488
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/9/30,1273,3,,2131
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/9/30,5051,3,,3305
04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,1日～3日,2017/9/30,27577,6,,1386
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/9/30,4505,0,,0
05_海外への送金,PC,Listing,Yahoo!,-,-,2017/9/30,184,3,,1330
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/9/30,1746,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/9/30,1507,2,,800
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/9/30,392,2,,1328
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/9/30,17954,7,,1988
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/9/30,3540,1,,204
04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,2017/9/30,11727,16,,5461
06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/9/30,24011,18,,3238
04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,31日～90日,2017/9/30,20524,5,,473
04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,31日～90日,2017/9/30,10062,17,,1370
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/9/30,24063,25,,6102
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/9/30,11313,10,,2849
06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/9/30,2850,9,,529
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/9/30,1663,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/9/30,604,1,,64
04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,8日～15日,2017/9/30,18963,3,,439
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/9/30,31676,31,,6536
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/9/30,1057,1,,134
04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/9/30,15177,6,,964
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/9/30,13810,13,,2876
03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/9/30,7006,10,,856
04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,2017/9/30,12523,11,,4949
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/9/30,730,1,,233
03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/9/30,3469,13,,973
06_外貨預金,PC,AT,YDN,-,-,2017/9/30,3994,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/9/30,978,2,,630
06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/9/30,44562,13,,3214
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,2017/9/30,21586,6,,1088
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/9/30,538,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/9/30,868,0,,0
04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/9/30,19064,50,,3845
03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/9/30,2311,7,,398
06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/9/30,27586,12,,3463
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/9/30,4002,1,,3820
06_外貨預金,SP,AT,YDN,-,-,2017/9/30,32524,51,,1592
06_外貨預金,SP,Listing,Google,-,-,2017/9/30,135,8,,1524
06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/9/30,5906,12,,901
06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/9/30,9714,11,,1062
06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,16日～30日,2017/9/30,28342,2,,610
01_指名,PC,Listing,Yahoo!,-,-,2017/9/30,768,44,,2795
06_外貨預金,PC,Listing,Google,-,-,2017/9/30,77,2,,206
06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,16日～30日,2017/9/30,3768,4,,382
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/9/30,1628,2,,320
00_手数料無料,SP,RT,GDN,S1.TOPページ離脱,-,2017/9/30,257,1,,88
06_外貨預金,PC,AT,YDN,ST,-,2017/9/30,3606,0,,0
04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,1日～3日,2017/9/30,6592,13,,1608
06_外貨預金,SP,AT,YDN,ST,-,2017/9/30,1848,3,,72
01_指名,SP,Listing,Yahoo!,-,-,2017/9/30,380,8,,1028
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/9/30,777,0,,0
00_手数料無料,PC,RT,GDN,S1.TOPページ離脱,-,2017/9/30,758,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/9/30,1136,3,,379
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/9/30,5882,2,,292
06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/9/30,21925,9,,3089
04_海外での利用,PC,RT,GDN,S1.TOPページ離脱,-,2017/9/30,28108,20,,3374
06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,31日～90日,2017/9/30,3641,8,,800
06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,8日～15日,2017/9/30,23720,4,,1310
06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/9/30,4700,9,,767
04_海外での利用,SP,RT,GDN,S1.TOPページ離脱,-,2017/9/30,5731,4,,782
06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,31日～90日,2017/9/30,29435,6,,1285
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/9/30,28349,11,,2317
03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2017/9/30,2324,1,,190
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/9/30,14348,2,,508
04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2017/9/30,5984,14,,2021
04_海外での利用,SP,Listing,Yahoo!,-,-,2017/9/30,345,2,,292
04_海外での利用,SP,Listing,Google,-,-,2017/9/30,930,26,,6085
06_外貨預金,PC,RT,GDN,S2.コンテンツ離脱,-,2017/9/30,18886,16,,2856
04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,4日～7日,2017/9/30,18193,6,,995
04_海外での利用,SP,RT,GDN,S2.コンテンツ離脱,-,2017/9/30,94034,208,,25352
04_海外での利用,PC,Listing,Google,-,-,2017/9/30,1669,17,,5903
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/9/30,28616,8,,1930
03_口座開設一般,SP,RT,GDN,S2.コンテンツ離脱,-,2017/9/30,51915,88,,15347
06_外貨預金,SP,RT,GDN,S2.コンテンツ離脱,-,2017/9/30,62982,68,,10783
06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,2017/9/30,3816,5,,1475
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/9/30,4806,2,,376
04_海外での利用,PC,RT,GDN,S2.コンテンツ離脱,-,2017/9/30,95390,155,,28583
06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2017/9/30,2542,4,,538
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/9/30,16256,32,,3160
06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,2017/9/30,10041,10,,2999
04_海外での利用,PC,Listing,Yahoo!,-,-,2017/9/30,529,4,,600
03_口座開設一般,PC,RT,GDN,S2.コンテンツ離脱,-,2017/9/30,22469,24,,5284
06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,4日～7日,2017/9/30,21174,1,,385
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/9/30,3591,1,,662
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/9/30,3812,4,,180
02_指名関連,PC,Listing,Yahoo!,-,-,2017/9/30,4378,26,1,5651
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/9/30,6947,4,,1548
02_指名関連,SP,Listing,Yahoo!,-,-,2017/9/30,3492,23,,7048
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/9/30,31545,5,,1594
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/9/30,2871,12,,1487
04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2017/9/30,7650,12,,1133
03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/9/30,3666,8,,698
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/9/30,7004,0,,0
04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/9/30,13654,46,,3208
04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/9/30,21085,10,1,1798
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/9/30,6219,10,,1333
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/9/30,2410,3,,1234
04_海外での利用,SP,AT,YDN,ST,-,2017/9/30,68128,124,,3784
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/9/30,2989,0,,0
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/9/30,851,0,,0
04_海外での利用,PC,AT,YDN,ST,-,2017/9/30,11833,1,,37
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/9/30,495,1,,1258
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/9/30,396,1,,48
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/9/30,3103,4,,1688
05_海外への送金,SP,Listing,Google,-,-,2017/9/30,629,20,,6360
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/9/30,3413,8,,1110
04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/9/30,21722,8,,2222
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/9/30,316,0,,0
00_手数料無料,SP,RT,GDN,S2.コンテンツ離脱,-,2017/9/30,5576,9,,972
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/9/30,14785,8,,2600
00_手数料無料,PC,AT,YDN,-,-,2017/9/30,7218,3,,166
00_手数料無料,PC,RT,GDN,S2.コンテンツ離脱,-,2017/9/30,3994,1,,202
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,16日～30日,2017/9/30,11575,1,,290
00_手数料無料,SP,AT,YDN,-,-,2017/9/30,27205,47,,5231
04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/9/30,47102,51,,11870
06_外貨預金,SP,RT,GDN,S1.TOPページ離脱,-,2017/9/30,5646,5,,546
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/9/30,1464,4,,257
03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,2017/9/30,7065,12,,4721
03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,31日～90日,2017/9/30,3264,5,,553
04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/9/30,38367,5,,1160
03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,2017/9/30,4299,5,,3490
04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/9/30,31028,78,,7817
06_外貨預金,PC,RT,GDN,S1.TOPページ離脱,-,2017/9/30,5771,0,,0
04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/9/30,58364,91,,23312
04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/9/30,21163,40,,2818
02_指名関連,SP,Listing,Google,-,-,2017/9/30,11355,249,4,93803
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,2017/9/30,988,1,,614
06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2017/9/30,2667,1,,174
06_外貨預金,SP,Listing,Yahoo!,-,-,2017/9/30,88,0,,0
02_指名関連,PC,Listing,Google,-,-,2017/9/30,3894,56,2,30334
00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,2017/9/30,754,0,,0
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/9/30,814,0,,0
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/9/30,10728,2,,433
03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2017/9/30,2705,4,,491
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/9/30,2495,3,,287
06_外貨預金,PC,Listing,Yahoo!,-,-,2017/9/30,109,1,,350
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,2017/9/30,17920,3,,1303
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/9/30,2821,4,,316
04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,2017/9/30,31043,88,,7036
01_指名,PC,Listing,Google,-,-,2017/9/30,1017,84,1,7291
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/9/30,2128,5,,563
03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,16日～30日,2017/9/30,3273,3,,158
01_指名,SP,Listing,Google,-,-,2017/9/30,963,108,1,7931
04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,2017/9/30,32012,12,,2353
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/9/30,1086,1,,631
05_海外への送金,PC,Listing,Google,-,-,2017/9/30,409,12,,4654
06_外貨預金,SP,AT,GDN,-,-,2017/9/30,2,0,,0
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/9/30,1891,0,,0
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/9/30,2968,4,,950
03_口座開設一般,PC,RT,GDN,S1.TOPページ離脱,-,2017/9/30,6026,0,,0
00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/9/30,2045,2,,486
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/9/30,1179,0,,0
07_投資信託,SP,Listing,Google,-,-,2017/9/30,257,2,,331
06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,2017/9/30,42858,6,,1272
06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,2017/9/30,11021,20,,1799
03_口座開設一般,SP,RT,GDN,S1.TOPページ離脱,-,2017/9/30,3401,0,,0
03_口座開設一般,SP,Listing,Google,-,-,2017/9/30,5797,297,1,81768
03_口座開設一般,SP,Listing,Yahoo!,-,-,2017/9/30,4629,14,,5494
07_投資信託,PC,Listing,Yahoo!,-,-,2017/9/30,15,0,,0
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/9/30,3302,4,,1016
03_口座開設一般,PC,Listing,Google,-,-,2017/9/30,2395,61,1,22484
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/9/30,776,2,,163
07_投資信託,SP,Listing,Yahoo!,-,-,2017/9/30,3,0,,0
03_口座開設一般,SP,AT,YDN,-,-,2017/9/30,9124,12,,335
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/9/30,1278,1,,760
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/9/30,390,1,,674
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/9/30,3837,1,,978
03_口座開設一般,PC,Listing,Yahoo!,-,-,2017/9/30,5770,21,,5611
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/9/30,1634,0,,0
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/9/30,3421,6,,1802
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,2017/9/30,14583,2,,269
04_海外での利用,SP,AT,GDN,CT,-,2017/9/30,7,0,,0
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/9/30,2054,10,,1994
04_海外での利用,PC,AT,GDN,CT,-,2017/9/30,6,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/9/30,999,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/9/30,621,2,,197
06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,1日～3日,2017/9/30,34722,3,,1061
03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,2017/9/30,9189,11,,722
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/9/30,11311,2,,106
06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,1日～3日,2017/9/30,3048,10,,1252
04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,16日～30日,2017/9/30,8443,9,,918
07_投資信託,PC,Listing,Google,-,-,2017/9/30,66,1,,121
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/9/30,9272,20,,1856
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/9/30,2172,0,,0
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,2017/9/30,12340,3,,719
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/9/30,10936,6,,1144
03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,1日～3日,2017/9/30,2580,2,,430
04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,16日～30日,2017/9/30,25035,3,,763
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,2017/9/30,10530,1,,338
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/9/29,3061,8,,695
03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,1日～3日,2017/9/29,2334,3,,403
04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/9/29,17967,40,,3031
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/9/29,20361,2,,743
03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,2017/9/29,5289,6,,2818
05_海外への送金,PC,Listing,Google,-,-,2017/9/29,781,16,,6641
03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,2017/9/29,6445,9,,3124
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/9/29,328,0,,0
00_手数料無料,PC,AT,YDN,-,-,2017/9/29,17440,1,,55
05_海外への送金,SP,Listing,Google,-,-,2017/9/29,977,37,,12209
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/9/29,4232,0,,0
01_指名,PC,Listing,Google,-,-,2017/9/29,1636,132,,16688
04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,2017/9/29,27477,49,,3713
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/9/29,2926,10,,3779
00_手数料無料,SP,AT,YDN,-,-,2017/9/29,24239,41,,5372
00_手数料無料,PC,RT,GDN,S2.コンテンツ離脱,-,2017/9/29,6604,6,,1016
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,2017/9/29,15828,2,,650
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/9/29,13585,4,,910
04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/9/29,12731,51,,2834
04_海外での利用,PC,AT,GDN,CT,-,2017/9/29,4,0,,0
04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,2017/9/29,38544,6,,1081
00_手数料無料,SP,RT,GDN,S2.コンテンツ離脱,-,2017/9/29,7281,12,,1615
01_指名,SP,Listing,Google,-,-,2017/9/29,1185,121,1,9258
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,2017/9/29,990,2,,845
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,2017/9/29,18960,3,,758
02_指名関連,SP,Listing,Google,-,-,2017/9/29,18770,335,,125833
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/9/29,1265,4,,991
06_外貨預金,SP,AT,GDN,-,-,2017/9/29,4,0,,0
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/9/29,1997,0,,0
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/9/29,2661,1,,851
04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/9/29,27169,22,,2698
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/9/29,2965,11,,3390
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/9/29,884,2,,1823
03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/9/29,3353,10,,911
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/9/29,3984,0,,0
06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,1日～3日,2017/9/29,46208,11,,3395
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/9/29,2018,3,,467
03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,16日～30日,2017/9/29,2967,2,,102
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/9/29,856,2,,370
06_外貨預金,SP,RT,GDN,S1.TOPページ離脱,-,2017/9/29,4590,3,,456
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/9/29,4446,1,,38
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,2017/9/29,24238,4,,1336
03_口座開設一般,SP,Listing,Google,-,-,2017/9/29,7591,278,4,64734
06_外貨預金,PC,RT,GDN,S1.TOPページ離脱,-,2017/9/29,6974,3,,601
06_外貨預金,PC,Listing,Yahoo!,-,-,2017/9/29,194,0,,0
03_口座開設一般,SP,AT,YDN,-,-,2017/9/29,7822,10,,299
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/9/29,13227,26,,2778
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/9/29,4197,4,,2222
06_外貨預金,SP,Listing,Yahoo!,-,-,2017/9/29,205,1,,457
06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,2017/9/29,8773,6,,2635
06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,2017/9/29,4217,6,,2267
03_口座開設一般,PC,Listing,Google,-,-,2017/9/29,2806,59,,23887
02_指名関連,PC,Listing,Google,-,-,2017/9/29,5160,122,1,49786
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/9/29,34307,7,,1859
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/9/29,1336,0,,0
04_海外での利用,PC,RT,GDN,S1.TOPページ離脱,-,2017/9/29,31682,26,,4750
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/9/29,7105,2,,402
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/9/29,38817,8,,1567
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/9/29,3843,6,,1091
04_海外での利用,SP,RT,GDN,S1.TOPページ離脱,-,2017/9/29,4561,7,,992
04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,4日～7日,2017/9/29,17929,4,,1355
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/9/29,1232,2,,5126
03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2017/9/29,1671,2,,325
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/9/29,18545,8,,1487
04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2017/9/29,4113,11,,1249
06_外貨預金,PC,AT,YDN,ST,-,2017/9/29,14866,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/9/29,1991,7,,796
00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,2017/9/29,924,1,,773
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/9/29,456,2,,1333
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/9/29,331,1,,56
06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2017/9/29,1992,1,,199
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/9/29,43146,9,,2215
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/9/29,1025,1,,346
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/9/29,9625,5,,1320
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/9/29,5380,9,,835
06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,4日～7日,2017/9/29,22277,7,,2329
03_口座開設一般,PC,RT,GDN,S2.コンテンツ離脱,-,2017/9/29,26563,22,,3641
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/9/29,3107,4,,743
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/9/29,7854,4,,1222
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/9/29,6412,0,,0
03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2017/9/29,2264,0,,0
