Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Day,Impressions,Clicks,CV,Media Cost Margin
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/11/25,282,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/11/25,249,0,,0
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/25,63,0,,0
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/25,22,0,,0
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/25,35,0,,0
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,2017/11/25,126,2,,131
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/25,46,0,,0
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/25,23,0,,0
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/25,174,0,,0
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/11/25,28,0,,0
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/25,32,0,,0
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/25,130,0,,0
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,2017/11/25,1443,9,,1495
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/25,10,0,,0
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/25,99,0,,0
04_海外での利用,PC,AT,GDN,-,-,2017/11/25,18784,20,,1650
03_口座開設一般,PC,Listing,Google,-,-,2017/11/25,2657,45,1,18865
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/11/25,14,0,,0
03_口座開設一般,PC,Listing,Yahoo!,-,-,2017/11/25,11675,137,1,41616
03_口座開設一般,PC,Listing,Google,,,2017/11/25,446,5,,2149
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/11/25,13746,12,,1408
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2017/11/25,34,0,,0
04_海外での利用,SP,AT,GDN,-,-,2017/11/25,4532,5,,286
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,2017/11/25,72,0,,0
03_口座開設一般,SP,Listing,Google,-,-,2017/11/25,7559,324,5,113920
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/11/25,90,1,,85
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,31日～90日,2017/11/25,78,0,,0
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/25,38,0,,0
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/25,38,0,,0
03_口座開設一般,SP,Listing,Yahoo!,-,-,2017/11/25,14959,118,,31561
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/11/25,4540,2,,342
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/11/25,109,0,,0
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,2017/11/25,103,1,,714
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,2017/11/25,741,2,,686
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/25,15,0,,0
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/25,12,0,,0
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/25,198,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/25,11,0,,0
03_口座開設一般,PC,Listing,Google,,,2017/11/24,91,0,,0
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/24,330,1,,510
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/24,87,0,,0
04_海外での利用,PC,AT,GDN,-,-,2017/11/24,26086,34,,2869
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/24,6,0,,0
01_指名,SP,Listing,Y!PSD,-,-,2017/11/24,241,2,,8333
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/24,12,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/24,33,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/11/24,24,0,,0
03_口座開設一般,PC,Listing,Google,-,-,2017/11/24,3948,61,1,29228
04_海外での利用,SP,Listing,Yahoo!,-,-,2017/11/24,7275,18,,1723
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/24,76,1,,689
06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,2017/11/24,12839,17,,10671
03_口座開設一般,SP,Listing,Google,-,-,2017/11/24,11247,402,8,133708
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/11/24,86,0,,0
01_指名,PC,Listing,Y!PSD,-,-,2017/11/24,578,15,,8333
04_海外での利用,PC,Listing,Yahoo!,-,-,2017/11/24,2887,12,,1492
06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,2017/11/24,3507,4,,1873
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/11/24,47,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/11/24,608,2,,114
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/11/24,200,0,,0
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/11/24,1298,1,,91
06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,2017/11/24,460,0,,0
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/11/24,4,0,,0
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/24,131,0,,0
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/11/24,21,0,,0
04_海外での利用,SP,AT,GDN,-,-,2017/11/24,3458,5,,289
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/24,22,0,,0
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/11/24,1,0,,0
03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,2017/11/24,3346,2,,228
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/11/24,10,0,,0
03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,2017/11/24,1954,2,,266
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/11/24,707,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/24,148,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/11/24,303,2,,151
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,2017/11/24,267,3,,295
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,2017/11/24,1130,1,,952
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/24,277,0,,0
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,2017/11/24,214,1,,210
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,2017/11/24,1242,3,,1127
02_指名関連,PC,Listing,Yahoo!,-,-,2017/11/24,32120,68,1,28079
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,2017/11/24,454,0,,445
02_指名関連,SP,Listing,Yahoo!,-,-,2017/11/24,33212,47,,13220
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,2017/11/24,533,2,,427
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/24,42,0,,0
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,2017/11/24,123,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/11/24,32,0,,0
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/24,7,0,,0
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,31日～90日,2017/11/24,159,0,,0
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2017/11/24,69,0,,0
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/24,22,0,,0
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,2017/11/24,863,4,,725
02_指名関連,SP,Listing,Google,-,-,2017/11/24,24684,357,6,178566
06_外貨預金,SP,AT,GDN,-,-,2017/11/24,2247,3,,174
02_指名関連,PC,Listing,Google,-,-,2017/11/24,6325,96,1,46468
02_指名関連,PC,Listing,Google,,,2017/11/24,310,3,,1972
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/24,108,0,,0
05_海外への送金,PC,Listing,Google,-,-,2017/11/24,153,5,,2064
05_海外への送金,PC,Listing,Yahoo!,-,-,2017/11/24,38,1,,82
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/24,11,0,,0
05_海外への送金,SP,Listing,Google,-,-,2017/11/24,207,5,,1895
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,2017/11/24,106,0,,0
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,1日～3日,2017/11/24,10,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/24,121,1,,313
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,2017/11/24,208,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/24,281,0,,0
05_海外への送金,SP,Listing,Yahoo!,-,-,2017/11/24,39,1,,96
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,2017/11/24,28,0,,0
04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,2017/11/24,14211,16,,4873
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/11/24,42,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/24,72,0,,0
04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,2017/11/24,11897,14,,5020
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/11/24,14,0,,0
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/11/24,71,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/24,29,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/11/24,38,0,,0
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/24,43,0,,0
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/11/24,4694,4,,413
06_外貨預金,PC,AT,GDN,-,-,2017/11/24,348,1,,91
00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/11/24,1534,2,,377
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/11/24,414,0,,0
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/24,41,0,,0
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/24,5,0,,0
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/24,17,0,,0
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/11/24,164,0,,0
03_口座開設一般,PC,Listing,Yahoo!,-,-,2017/11/24,20206,198,1,44460
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/24,8,0,,0
03_口座開設一般,PC,AT,GDN,-,-,2017/11/24,1623,3,,248
04_海外での利用,PC,Listing,Google,-,-,2017/11/24,583,8,,1753
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/11/24,124,0,,0
04_海外での利用,SP,Listing,Google,-,-,2017/11/24,280,10,,1986
03_口座開設一般,SP,Listing,Yahoo!,-,-,2017/11/24,21173,157,,46285
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,2017/11/24,371,1,,297
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/11/24,112,0,,0
04_海外での利用,SP,AT,YDN,-,-,2017/11/24,2470990,194,,6902
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/11/24,8037,13,,1787
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/24,30,0,,0
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,2017/11/24,1853,9,,1817
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/11/24,50,0,,0
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/11/24,2063,0,,0
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/11/24,425,2,,186
03_口座開設一般,SP,AT,GDN,-,-,2017/11/24,1291,6,,332
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/24,10,0,,0
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/11/24,841,2,,185
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2017/11/24,11,0,,0
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,2017/11/24,24,0,,0
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/24,82,0,,0
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/24,399,0,,0
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/24,41,0,,0
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/11/24,276,0,,0
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/24,243,1,,43
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/24,72,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/11/24,6,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/11/24,60,0,,0
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/24,40,0,,0
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/24,28,0,,0
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,2017/11/24,779,1,,690
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,2017/11/24,269,0,,0
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/24,231,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/11/24,114,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/24,25,0,,0
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/24,17,0,,0
04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/11/24,14686,23,,3190
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/24,79,1,,100
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/11/24,1733,1,,148
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/24,26,0,,0
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/11/24,68,0,,0
04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/11/24,19039,29,,3749
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/11/24,112,0,,0
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/11/24,4517,4,,631
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/24,21,1,,664
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/24,73,1,,467
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/24,238,2,,282
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/24,116,0,,0
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,2017/11/24,6254,8,,2466
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/24,100,0,,0
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,16日～30日,2017/11/24,53,0,,0
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,16日～30日,2017/11/24,41,0,,0
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,2017/11/24,1579,9,,1319
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/11/24,180,0,,0
06_外貨預金,SP,AT,YDN,-,-,2017/11/24,1215783,95,,3397
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/11/24,714,0,,0
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/11/24,291,0,,0
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/24,144,0,,0
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/11/24,359,0,,0
01_指名,PC,Listing,Google,,,2017/11/24,31,1,,146
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/11/24,29,0,,0
01_指名,PC,Listing,Google,-,-,2017/11/24,1904,142,1,15329
01_指名,SP,Listing,Google,-,-,2017/11/24,1405,135,1,9090
01_指名,SP,Listing,Yahoo!,-,-,2017/11/24,604,17,,1493
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/24,32,0,,0
00_手数料無料,SP,AT,GDN,-,-,2017/11/24,4005,17,,863
01_指名,PC,Listing,Yahoo!,-,-,2017/11/24,1471,94,2,3944
00_手数料無料,PC,AT,GDN,-,-,2017/11/24,5711,6,,421
00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,2017/11/24,3425,3,,930
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/24,134,0,,0
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/11/24,33,0,,0
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,2017/11/24,1216,4,,1027
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/11/24,10,0,,0
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/11/24,220,0,,0
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/24,158,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/24,45,0,,0
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/11/24,471,0,,0
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/11/24,950,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/23,158,1,,510
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/11/23,131,0,,0
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,2017/11/23,27,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/11/23,119,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/23,84,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/23,238,0,,0
00_手数料無料,SP,AT,GDN,-,-,2017/11/23,5274,10,,466
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2017/11/23,27,0,,0
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/11/23,1548,3,,280
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/23,43,1,,168
01_指名,PC,Listing,Yahoo!,-,-,2017/11/23,865,63,,2924
00_手数料無料,PC,AT,GDN,-,-,2017/11/23,4074,5,,391
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/11/23,44,0,,0
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/11/23,1422,0,,0
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,2017/11/23,1577,10,,1319
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/23,8,0,,0
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/23,9,0,,0
01_指名,SP,Listing,Yahoo!,-,-,2017/11/23,294,19,,1392
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/23,187,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/11/23,47,0,,0
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,2017/11/23,256,1,,206
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,2017/11/23,137,0,,0
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/11/23,152,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/23,5,0,,0
03_口座開設一般,PC,Listing,Yahoo!,-,-,2017/11/23,14791,170,2,44023
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,2017/11/23,445,1,,450
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/11/23,10780,10,,1346
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,2017/11/23,215,0,,250
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/11/23,21,0,,0
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/23,438,1,,127
03_口座開設一般,SP,Listing,Yahoo!,-,-,2017/11/23,18486,145,2,49505
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/23,32,0,,0
02_指名関連,PC,Listing,Yahoo!,-,-,2017/11/23,19141,97,,33206
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/11/23,1040,0,,0
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/23,51,0,,0
02_指名関連,SP,Listing,Yahoo!,-,-,2017/11/23,15205,27,,11354
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/23,32,1,,299
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/11/23,31,0,,0
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/11/23,950,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/23,17,1,,116
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/11/23,507,0,,0
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,2017/11/23,120,2,,120
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/23,65,0,,0
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/11/23,5,0,,0
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/11/23,5,0,,0
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,2017/11/23,1462,9,,1493
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/11/23,826,0,,0
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/11/23,719,1,,64
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/11/23,476,0,,0
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/11/23,161,0,,0
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/23,205,0,,0
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/23,194,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/23,55,0,,0
04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/11/23,12331,20,,2834
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,2017/11/23,72,0,,0
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/11/23,132,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/11/23,118,0,,0
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,2017/11/23,7032,9,,1930
00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,2017/11/23,1904,3,1,634
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,2017/11/23,1200,4,,1026
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/11/23,45,0,,0
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/11/23,199,0,,0
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,2017/11/23,477,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/23,167,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/11/23,1,0,,0
04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/11/23,22817,27,,3404
03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,2017/11/23,779,2,,722
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,2017/11/23,1228,2,,1127
01_指名,PC,Listing,Google,-,-,2017/11/23,982,85,,8616
04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/11/23,1,0,,0
01_指名,SP,Listing,Google,-,-,2017/11/23,897,109,,5861
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,16日～30日,2017/11/23,40,0,,0
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/11/23,123,1,,349
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,2017/11/23,1127,2,,969
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,16日～30日,2017/11/23,64,0,,0
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/11/23,82,0,,0
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/11/23,5,0,,0
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,31日～90日,2017/11/23,146,1,,145
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/11/23,72,0,,0
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/11/23,41,0,,0
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2017/11/23,43,0,,0
